X,name,Year,D,TR.year,agePA,PAArea,Forest.2000,Loss.2001,Loss.2002,Loss.2003,Loss.2004,Loss.2005,Loss.2006,Loss.2007,Loss.2008,Loss.2009,Loss.2010,Loss.2011,Loss.2012,Loss.2013,Loss.2014,Loss.2015,Loss.2016,Loss.2017,Loss.2018,Loss.2019,Loss.2020,Rainfall.2000,Rainfall.2001,Rainfall.2002,Rainfall.2003,Rainfall.2004,Rainfall.2005,Rainfall.2006,Rainfall.2007,Rainfall.2008,Rainfall.2009,Rainfall.2010,Rainfall.2011,Rainfall.2012,Rainfall.2013,Rainfall.2014,Rainfall.2015,Rainfall.2016,Rainfall.2017,Rainfall.2018,Rainfall.2019,Rainfall.2020,Population.2000,Population.2001,Population.2002,Population.2003,Population.2004,Population.2005,Population.2006,Population.2007,Population.2008,Population.2009,Population.2010,Population.2011,Population.2012,Population.2013,Population.2014,Population.2015,Population.2016,Population.2017,Population.2018,Population.2019,Population.2020,slope,aspect,elevation,ppp2000,Road.length,Zone,x,y,closest.city,AGB.mean
58,Katepurna WLS,1988,0,0,32,43499270.69,0.038467059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,786.2872726,728.3142249,796.6746064,837.3662853,635.8961853,1048.721343,1208.154122,998.6154379,732.4292087,771.9009666,1285.489228,780.3312625,932.5203602,1073.0916,661.3791672,828.561806,949.1222461,799.9188706,916.6949578,960.2596162,1133.790476,0.818728988,0.694321199,0.780092832,0.784322787,0.784534934,0.778001364,0.791404142,0.939930435,0.862706452,0.87661191,0.85647866,0.820656409,0.866321992,0.853516621,0.846913786,0.80978654,0.776976607,0.74891476,0.755132838,0.773406558,0.765159457,2.830351668,156.9370478,387.4678912,7.770851,0,CEEG,77.16844,20.41297,129.8,59.8371926
59,Kawal WLS/Tiger Reserve,1965,1,2012,55,693594041.7,118.7467482,0.252451765,0.265951765,0.300151765,0.498751765,0.52788353,0.741938824,0.906151765,1.186927059,1.321429412,1.329529412,1.683889412,1.807789412,1.81962353,1.849238824,1.849238824,1.849238824,1.849238824,1.849238824,1.849238824,1.849238824,1185.790506,1257.557775,921.0700973,1150.091315,978.0633742,1480.834492,1400.151899,1296.844162,1150.330209,939.0322843,1667.273547,1121.636258,1394.662645,1542.225494,1071.468944,1136.532544,1442.379947,1207.978058,1297.938697,1496.113207,1515.009592,0.38371188,0.36588467,0.359668546,0.346313609,0.349731581,0.370477583,0.363196801,0.37554976,0.393570619,0.37084276,0.360802516,0.343856484,0.288534912,0.349250969,0.360136554,0.421008497,0.396929234,0.407539301,0.407458459,0.412058194,0.432216708,4.655635867,175.6183371,306.1857769,3.508864956,57255.18124,CEEG,78.82965,19.21498,202.6329849,110.1833001
60,Kaziranga National Park/Tiger Reserve,1974,1,2007,46,435810986.6,224.7189741,0.035322353,0.075554118,0.085874118,0.191802353,0.287551765,0.3576,0.685976471,0.721898824,0.81066,0.926872941,0.997457647,2.403377647,2.415949412,2.441241177,2.441241177,2.570841177,2.651548236,2.856748236,2.860965883,2.972530589,2378.920242,1959.689975,1913.943954,2122.864896,2527.646227,2089.120424,1756.095682,2366.552986,2069.398144,1893.978253,2489.019024,1871.915603,2273.037856,2094.715331,1977.831103,2146.482478,2304.041149,2458.112229,2010.625141,2163.692981,2183.638868,1.712791706,1.634591633,1.569280094,1.640532289,1.617090474,1.632677373,1.66589601,1.596900733,1.693665976,1.646354967,1.633705192,1.409515442,1.418270365,1.389517221,1.445879438,1.544331635,1.787375101,1.955712984,1.851499337,1.949639605,2.334934294,2.478183545,165.1062754,95.01551533,2.174298,16852.81856,SGNEBF,93.34771,26.64081,187.7340426,101.6392741
61,Kinnersani WLS,1977,0,0,43,600185478.3,384.2549153,0.0396,1.179225882,1.545525882,2.591191764,3.438091764,4.454361176,6.903254117,10.00849059,13.21073647,13.81114235,20.79541765,23.91280588,24.61974,27.01491529,27.22511294,27.43726588,27.52278353,27.66550941,27.96790941,28.02870353,1421.698001,1185.855114,1012.214695,1420.51986,1186.750835,1403.01049,1525.669886,1567.599768,1511.041583,1067.561713,1870.308286,1020.753659,1681.252908,1439.43173,1172.631307,1205.79495,1387.518955,1297.904073,1384.583617,1437.151418,1792.738435,0.220754911,0.248260896,0.250775063,0.251028338,0.223900012,0.249528767,0.267664406,0.252551914,0.264704484,0.250301741,0.261601432,0.238693059,0.313815731,0.337771423,0.350317603,0.353285197,0.325083373,0.322506671,0.3207409,0.322490372,0.337440142,5.154953404,170.2223441,212.6926019,3.727273341,47233.96925,CEEG,80.60358,17.82133,180.6065574,136.1882544
62,Kodaikanal WLS,2013,0,0,7,1018962339,790.6836706,7.471094118,8.039569412,8.347101177,11.59747412,12.33637412,15.19654941,16.20637059,17.50741765,17.68651765,17.68651765,18.22693059,18.92811529,19.54315059,21.13853647,22.62290471,23.83236,24.33354,25.23756353,26.61989647,27.9318,1683.601285,1664.696186,1256.959395,1361.594489,1624.927425,1898.15543,1834.642514,1813.44458,1657.248289,1495.535733,2241.309369,1830.163168,1619.956941,1181.454381,1410.086946,1749.078132,893.1023075,1522.695966,1571.4232,1514.545036,1594.458202,0.855861043,0.875486031,0.908329488,0.856571512,0.942199236,0.885833932,0.876107018,0.985472326,0.890463188,0.89168351,0.952137228,0.947309437,0.815997967,0.902935553,0.858327797,0.859547242,0.898885164,0.926223277,0.929006119,0.939961559,0.959511493,19.02526693,174.4578663,1304.824611,9.755681,77117.41365,WG,77.52777,10.27562,343.4451772,178.3390967
63,Kothgarh WLS,1981,0,0,39,432280802.1,318.5441259,1.491942353,2.691105882,5.031892941,7.177764706,8.347037647,9.265584706,11.12130706,12.58036235,13.63030588,14.18372471,15.78397765,17.44833529,24.31994824,32.61140118,38.40801882,49.18792235,60.58575529,69.39076235,78.52057059,89.27908588,1189.461606,1673.271361,1311.767129,1747.154084,1413.733787,1775.720858,1737.081822,1657.824226,1792.16342,1457.373161,1551.548908,1484.615471,1641.332157,1680.935335,1606.186129,1449.441317,1464.889356,1630.707305,1691.428551,1587.91806,1640.014159,0.372250855,0.387531761,0.386974071,0.384387067,0.393868392,0.394816352,0.400325263,0.407964935,0.394633356,0.416236471,0.418899119,0.416369081,0.415706482,0.425715109,0.433931166,0.445241832,0.460151584,0.461182818,0.467284726,0.469529267,0.475020858,13.73765868,177.8363679,694.9355502,1.490122501,22860.35693,CEEG,83.75413,19.85927,401.6883117,168.013039
64,Kottiyoor WLS,2011,0,0,9,35207335.3,34.82487176,0.0171,0.0171,0.0342,0.0423,0.0522,0.0522,0.0522,0.0549,0.0585,0.064164706,0.064164706,0.065964706,0.065964706,0.065964706,0.065964706,0.065964706,0.065964706,0.136609412,0.137509412,0.137509412,2784.538532,2599.335113,2480.096949,2518.350805,2926.599677,3278.27898,3207.998648,3488.009531,2757.693801,3179.841387,3366.507903,3325.393849,2766.912295,2767.678363,2537.400782,2234.253329,1745.464819,2498.375352,3181.181522,2816.487793,2687.730936,0.360304595,0.651041733,0.49043932,0.360617948,0.390537645,0.527610424,0.427791468,0.493034975,0.335479477,0.319865087,0.302586098,0.307683204,0.572130857,0.523281095,0.467685311,0.475732688,0.406157798,0.429719339,0.453906006,0.447904795,0.432512556,21.16586273,222.7489547,733.1860412,8.978819,0,WG,75.90409,11.89461,554.2105263,291.4682848
65,Kudremukh National Park,1987,0,0,33,795670346.7,648.8075118,0.054141176,0.287435294,0.309935294,0.380121176,0.454012941,0.499895294,0.573903529,0.655012941,0.726928235,0.816928235,0.848728235,0.908647059,1.04178,1.137578824,1.173815295,1.272381177,1.326349412,1.453824706,1.619872941,1.714584706,3788.728553,3404.331974,3124.265752,2756.463592,3662.28482,4005.081656,3931.419649,4177.520728,3599.57641,4369.881915,4538.195831,3988.584142,3550.816617,3655.946464,4384.30373,3701.326473,2751.358014,3323.768637,3881.136348,4118.37562,4185.883659,0.649675049,0.679305565,0.653491387,0.688354525,0.700405188,0.656268095,0.659495762,0.61923204,0.612753234,0.580152871,0.530746579,0.520975536,0.496243822,0.540757149,0.504375606,0.527042758,0.528375223,0.56442122,0.541251186,0.552166425,0.587653662,14.52157404,185.1403463,752.0472446,5.579058,46501.79921,WG,75.20767,13.24103,279.8509969,215.3395301
66,Kuldiha WLS,1984,0,0,36,250974174,103.4122482,0.1251,0.2115,0.2538,0.411575294,0.416075294,0.653788235,0.678889411,0.736468235,0.773728235,0.833657647,0.841757647,0.996116471,1.009616471,1.024016471,1.028516471,1.052816471,1.056416471,1.056416471,1.061816471,1.062455471,1156.309214,1618.473796,1442.999354,1516.48457,1318.398993,1663.553434,1716.79652,2071.45295,1687.314804,1523.375545,1351.285181,1669.313175,1313.651229,2146.824449,1507.721673,1255.223601,1552.626588,1785.872745,1752.063496,1425.967173,1637.21266,0.789507095,0.829626373,0.824528549,0.846059763,0.809090002,0.834646183,0.888475053,0.891961286,0.892936717,0.879431918,0.880538634,0.844160888,0.847861113,0.872773467,0.902526682,0.951906334,0.982435209,1.00758966,1.039561811,1.085348714,1.169263496,10.62375159,185.9447511,234.8467565,3.980469,0,CEEG,86.61147,21.41544,365.5746032,110.3697954
67,Kuno WLS,1981,0,0,39,395120284.7,2.269704706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,709.5446282,884.1177215,504.2648505,828.1010886,695.5392252,657.6637421,652.8053113,667.7915033,948.217459,521.3521157,828.7615435,859.8791104,882.6926243,1139.135532,700.4236006,565.9298283,1043.20062,622.6759572,1028.253794,1175.64868,770.6353708,0.295291744,0.302800426,0.30084075,0.304390095,0.297941227,0.293088841,0.312846284,0.29771113,0.303673734,0.288263165,0.279461745,0.24441078,0.325899128,0.439485576,0.44386226,0.394493818,0.373180703,0.410766442,0.39340008,0.420239379,0.446231055,5.204269927,174.6423163,311.3231811,1.975026,34704.64557,CEEG,77.20199,25.75552,262.5750487,31.14008616
68,Kurinjimala WLS,2006,0,0,14,9873131.772,9.082651765,0,0.0594,0.113943529,0.151051764,0.165451764,0.266251764,0.375151764,0.382069411,0.382069411,0.382069411,0.396169411,0.44675647,0.665498823,0.679122352,0.714222352,0.714222352,0.724958823,0.724958823,0.735021176,0.737721176,1835.673451,1935.514992,1448.096565,1535.982546,1805.646864,2260.84096,2142.087311,2210.766107,1932.516535,1814.950322,2495.916275,2109.721633,1891.121229,1412.896839,1640.146031,1930.453438,1038.885921,1775.600613,1807.8937,1626.678861,1885.764814,0.479095223,0.585858534,0.576994909,0.639070646,0.50160137,0.575812219,0.552985561,0.537991507,0.504592994,0.51879274,0.459865978,0.490774232,0.445881435,0.527320214,0.46057006,0.621735567,0.41974623,0.472919805,0.458753138,0.46934177,0.473183801,19.24090504,231.7538276,2228.812625,9.755681,0,WG,77.27234,10.19964,260.4166667,245.0092657
69,Lothian Island WLS,1976,0,0,44,34944981.06,1.7388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1467.155411,1789.454302,1656.33412,1860.478271,1637.011073,1976.21551,1747.878718,2114.341602,1645.787558,1728.545127,1426.832372,1800.354749,1466.582936,2204.742307,1516.685816,1740.273003,1637.909148,2180.095309,1439.051281,1820.317672,1804.110863,4.159519339,3.478739966,3.409555376,4.017812596,4.01847577,3.860394094,4.315716168,4.131682128,3.943851069,4.119845327,3.891330176,3.200994853,3.053755968,2.931363749,2.792870822,2.957687906,2.917737009,2.388697005,2.847169762,2.907424973,2.067133679,0.588922473,149.6212207,4.361844868,2.690949,0,SB,88.3266,21.65897,399.75,11.62503124
70,Madei WLS,1999,0,0,21,266423180.9,206.4212259,9.00E-04,0.0063,0.0099,0.0135,0.079821176,0.087021176,0.101421176,0.118214117,0.121814117,0.121814117,0.151514117,0.189314117,0.198314117,0.221714117,0.225314117,0.233414117,0.277503529,0.353922353,0.506562353,0.804462353,2917.991362,1791.205437,1883.021245,1936.116782,2241.724921,3184.576468,2955.939607,3403.439076,2258.765587,2904.091628,3206.712098,2798.486856,1779.219577,2311.239938,2618.504207,1698.804438,2284.705894,2266.022186,2334.536074,3318.184017,3006.259848,0.381724265,0.388112437,0.360402806,0.406496897,0.396683177,0.379917914,0.389802694,0.378522452,0.38426074,0.32866473,0.358615224,0.335720703,0.349338882,0.336010076,0.341764851,0.337060762,0.357895143,0.354364425,0.367341224,0.369299001,0.357582856,13.87853895,190.8576406,273.6359372,8.161232,15308.60768,WG,74.19022,15.57624,269.5621118,182.1939813
71,Madhav National Park,1959,0,0,61,347266246,2.001162353,9.00E-04,0.0063,0.0171,0.034312941,0.093712941,0.253743529,0.253743529,0.267243529,0.299643529,0.299643529,0.299643529,0.299643529,0.299643529,0.299643529,0.299643529,0.299643529,0.299643529,0.299643529,0.299643529,0.299643529,694.2633091,853.4565301,518.2264455,868.9343586,603.0088833,716.8315812,609.3752581,645.3016561,958.0095885,559.6211603,787.7675084,965.7945508,895.4947602,1208.143128,721.6120875,599.0709637,1014.024197,625.8026331,943.7628715,1197.920216,721.7134279,0.769476269,0.847127091,0.868216047,0.886203636,0.872724925,0.895216633,0.922427421,0.876567858,0.930886369,0.952172613,0.962805332,0.883822922,0.82903291,0.737568453,0.829014711,0.80863667,0.842954399,0.868801414,0.927947024,0.970439535,1.01346582,3.15408531,163.6689801,404.901017,1.975026,30996.8702,CEEG,77.77186,25.50745,132.0565611,24.5456636
72,Mahananda WLS,1976,0,0,44,165717097.8,143.4092188,0.025207059,0.033307059,0.041407059,0.098251765,0.100051765,0.134251765,0.259810589,0.29544353,0.38724353,0.46284353,0.480232942,0.573388236,0.575188236,0.576088236,0.576088236,0.576088236,0.576088236,0.576088236,0.576332236,0.61003106,2785.210275,2533.124916,2310.663491,2412.706841,2539.380223,2230.971992,2305.10691,2548.644363,2625.384983,2724.11274,2491.274577,2403.911144,2471.616687,2473.374181,2414.364407,2619.009044,2745.503884,2618.338232,2178.631409,2431.964103,2817.189027,0.940595805,1.017405851,0.948096396,1.082653884,1.097159161,1.1103459,1.207050454,1.152875791,1.178389418,1.046833155,1.150389677,1.064556342,1.134344031,1.270319631,1.084196872,1.216025906,1.267609767,1.3155329,1.386696269,1.449890828,1.460092397,13.85135543,167.8637369,386.1214024,8.599036,13688.80403,SGNEBF,88.41762,26.85509,140.9723502,205.4141718
73,Mahao WLS,1980,0,0,40,279841043,255.9545753,0.058648235,0.106348235,0.149749411,0.913245882,1.006845882,1.413765882,1.65804,1.866289412,2.061589412,2.099869412,2.322631765,3.204310589,3.275410589,3.349757648,3.514870589,3.744370589,3.858130589,3.882794118,3.966268236,4.132768236,2986.521054,2945.800403,2800.482225,2600.202656,3140.543201,2856.219211,2699.342307,3069.883419,2877.411498,2574.355455,3236.449294,2541.641525,3430.709953,2593.508701,2410.64036,2726.802394,2718.138159,2598.134503,1975.165101,2447.646992,2599.843272,0.051481272,0.059282132,0.059600145,0.057550599,0.055567389,0.055837936,0.055284954,0.055620819,0.058051184,0.058609835,0.054426779,0.052942489,0.05968298,0.058067015,0.055908145,0.052127013,0.055820602,0.056179036,0.059672743,0.05533358,0.049665824,29.7017226,195.4003723,1521.679479,0.230852805,4023.519483,SGNEBF,95.92752,28.17011,1005.238606,272.4202511
74,Mahauadanr WLS,1976,0,0,44,80472003.92,59.17469294,0.0036,0.0036,0.0036,0.0036,0.0054,0.015254118,0.015487118,0.017287118,0.026851824,0.029551824,0.032251824,0.034669471,0.038269471,0.040969471,0.041869471,0.058069471,0.068869471,0.068869471,0.073369471,0.073369471,996.3562325,1155.587519,1023.748226,1304.365163,1168.281932,981.1195141,1299.399168,1379.01237,1370.675772,1046.648438,908.935565,1397.991718,1262.815318,1253.529793,1033.480225,1221.453111,1476.896909,1302.656502,1229.259592,1190.314008,1546.094741,0.333943629,0.358401415,0.371561149,0.383279689,0.412755665,0.384855793,0.400587045,0.40967719,0.411500639,0.432843669,0.4350039,0.451424287,0.48494092,0.525366476,0.513448166,0.572343872,0.636805299,0.650189406,0.65427276,0.676317141,0.678011698,12.20616857,159.2391133,793.2551469,3.632543,2029.315023,CEEG,84.10972,23.48936,285.9519231,177.6783064
75,Malabar WLS,2010,0,0,10,52060298,46.18662353,0,0.0027,0.026604706,0.044572941,0.109623529,0.109623529,0.117547058,0.123201176,0.125901176,0.125901176,0.125901176,0.132201176,0.156501176,0.156501176,0.156501176,0.156501176,0.156501176,0.184192941,0.184192941,0.184192941,2759.503479,2831.707039,2845.117019,2607.992911,3188.566173,3341.314694,3356.368306,3648.580382,2961.427038,3276.438049,3555.300301,3511.145684,2882.360546,2985.610573,2737.931289,2421.24166,1948.224448,2609.774754,3339.622355,2878.268913,2724.467863,0.998719648,1.108388052,1.022414204,0.98476389,0.989364145,1.030123192,1.047753809,0.984813066,0.958396343,0.906171436,1.203262814,0.890363471,1.008932774,1.026124407,1.081100155,1.027640267,1.031758454,1.062465959,1.110256089,1.091166034,1.00422776,16.81978308,157.3762669,1110.471941,9.009559571,0,WG,75.96765,11.59031,635.4307692,230.7672972
76,Malai Mahadeshwara WLS,2013,0,0,7,811403778,345.8717012,0,0,0.0081,0.0198,0.0342,0.109150588,0.120850588,0.123550588,0.125350588,0.125350588,0.168218823,0.179918823,0.181718823,0.186218823,0.186218823,0.186218823,0.186218823,0.200435294,0.200435294,0.244535294,1361.050892,1167.667949,939.7316122,933.1246171,1456.021534,1483.70723,1203.749114,1456.442241,1220.358238,1055.922289,1516.751134,1404.342771,1198.976093,1006.672372,1110.526389,1303.696058,742.5685254,1325.003781,1246.549247,1215.971302,1190.119065,0.498801661,0.501070414,0.509570619,0.50670252,0.527149325,0.507109575,0.508103999,0.525082792,0.522446837,0.501525052,0.531166543,0.513193188,0.471142346,0.459714383,0.485720122,0.461820781,0.485353991,0.487232563,0.499057035,0.505520046,0.448736114,13.33543023,174.5624826,713.0147545,11.42604372,44082.35634,WG,77.44287,11.96129,304.4120708,97.30218316
77,Manas National Park,1990,1,2008,30,1861738569,1528.795648,0.200234118,0.445821177,0.773078824,2.299175295,3.781598824,5.229984706,7.350832941,9.773961176,12.15310941,15.39248471,17.83922118,20.54676706,21.39776823,23.68368706,23.98648941,24.73925294,25.59604588,26.94357176,31.86621882,37.22446235,3111.10474,2583.231066,2901.375696,2674.344057,2845.709865,2772.669653,2289.012977,3004.496907,2467.382981,2676.657675,3168.327631,2134.010446,3317.256961,2472.332267,2437.563701,2605.728406,2516.157167,2784.326633,2372.257769,2488.21569,2889.91459,0.852153856,0.83630862,0.820899405,0.888593005,0.871457751,0.867310769,0.922294136,0.851965609,0.86026751,0.896658223,0.848404629,0.788481132,0.75120794,0.777005162,0.709797705,0.755899225,0.721023862,0.713574143,0.710696897,0.735074695,0.754928517,1.884349457,171.4637464,152.3551694,4.712711512,162381.2645,SGNEBF,90.63174,26.73497,334.2576687,192.5136826
78,Mansinghdeo WLS,2010,0,0,10,222759424.1,35.45256,0.034838824,0.158781177,0.329632942,0.460136471,0.460136471,0.468236471,0.468236471,0.468236471,0.470036471,0.470036471,0.479936471,0.548336471,0.549236471,0.554636471,0.554636471,0.554636471,0.554636471,0.56088,0.56088,0.56088,1087.86373,1403.365333,1201.59306,1517.453657,1152.495983,1648.170727,1590.136306,1611.4236,1388.837243,1560.99139,1926.781421,1486.669867,1615.396662,2107.981397,1262.114294,1426.864013,1472.83124,1331.681067,1478.103588,1644.449462,1697.88985,0.410770696,0.356178452,0.37448965,0.362087791,0.424738192,0.378642556,0.401957142,0.444332133,0.418765148,0.385754121,0.400325099,0.386918841,0.35141136,0.348427971,0.341785824,0.338396239,0.339296045,0.344929639,0.353997278,0.355612577,0.353324354,4.265763628,181.3341913,398.7540594,8.346677729,22506.60467,CEEG,79.16324,21.51646,238.088968,109.5052496
79,Marat Longri WLS,2003,0,0,17,303408502.2,283.3852588,1.784809412,3.850718824,4.756327059,6.293805883,7.940117648,9.280277648,11.11960235,15.34564235,19.25646353,20.95878706,23.70899647,26.22936353,28.44823412,36.36012706,41.08315412,48.95023765,52.33310824,55.57876235,57.20874353,60.02938941,1931.338226,1575.433209,1572.136687,1688.184656,2058.659947,1612.111518,1412.863351,2028.692552,1645.751874,1433.683129,1951.545848,1543.122767,1858.022544,1612.319544,1648.065849,1638.60258,1818.23872,1897.585523,1570.458677,1543.18839,1537.363845,0.346869881,0.328449606,0.320184927,0.337070598,0.343152577,0.321323749,0.332857383,0.329362451,0.316488437,0.321219512,0.336151373,0.316965183,0.284808281,0.289232394,0.283879174,0.348602903,0.335746343,0.338299067,0.345510947,0.344755025,0.355323718,4.96640688,178.5276231,206.291372,1.542222818,0,SGNEBF,93.28509,25.89301,324.7833753,197.0357505
80,Mathikettan Shola National Park,2003,0,0,17,22406900.16,22.40820353,0,0,0.002170588,0.005844706,0.005844706,0.015794118,0.026844706,0.026844706,0.026844706,0.026844706,0.029544706,0.029544706,0.031344706,0.031344706,0.034944706,0.034944706,0.034944706,0.034944706,0.039744706,0.039857706,1923.998819,1951.267899,1531.939936,1689.125067,1875.874729,2156.717916,2232.858176,2261.539881,1956.459499,1888.820026,2557.597921,2251.868404,1927.043596,1471.798308,1615.042964,1950.371863,1064.356085,1780.933684,1905.323599,1703.81499,1924.70251,1.409621756,1.325530791,1.810975292,1.673098132,1.251594956,1.936507542,1.136887136,1.520067353,1.274012439,1.486504936,1.812749466,1.309792596,1.342475041,1.489217375,1.265563369,1.26838975,1.293349717,1.277103257,1.376877393,1.340722317,1.214078737,16.20167397,208.2908569,1476.909647,9.713610859,0,WG,77.24786,9.98089,508.7692308,283.5836406
81,Megamalai WLS,2009,0,0,11,368368134.6,188.1658059,0.0117,0.0135,0.0288,0.0747,0.0846,0.110636471,0.138536471,0.186621177,0.193316471,0.193316471,0.220316471,0.286337647,0.389862353,0.454665882,0.512971764,0.872971764,0.936871764,0.986371764,0.992015293,1.000115293,1939.122659,1729.738224,1428.684491,1662.744428,1846.842599,1937.321904,2072.67549,2104.772846,1915.317252,1705.895112,2437.753672,1998.887565,1857.341388,1564.083984,1549.930057,1832.269199,1038.289055,1734.174377,1873.395809,1780.890687,2001.383577,1.486279732,1.43757528,1.442600421,1.448376556,1.741976894,1.563542776,1.461571303,1.679495965,1.5560293,1.563814717,1.635245662,1.49071299,1.06460808,1.237373215,1.212738799,1.318534863,1.446050631,1.52639306,1.520238644,1.543817694,1.637991045,19.28869451,195.3673319,687.3638079,9.707752,24572.17053,WG,77.50058,9.79046,204.2009238,128.1480181
82,Melghat Tiger Reserve,1985,1,2007,35,1928485051,432.5132541,0.0117,0.0117,0.020438824,0.021338824,0.022256824,0.025856824,0.029456824,0.040256824,0.047456824,0.055556824,0.065456824,0.077156824,0.105956824,0.107756824,0.107756824,0.107756824,0.107756824,0.107756824,0.107756824,0.107756824,898.5911047,861.8428186,1037.546025,998.5992684,866.6876531,1138.922354,1531.944278,1193.182164,953.4588416,1078.490687,1414.735894,1055.542595,1212.131595,1485.423439,886.7602897,1108.978549,1292.447542,1030.455942,1058.29135,1370.694673,1494.527207,0.307611457,0.297085361,0.303886314,0.306660268,0.306887882,0.305901998,0.312010526,0.319141899,0.320082855,0.318257892,0.314403512,0.313589009,0.314045486,0.319279319,0.312462313,0.310700173,0.329855191,0.343463127,0.351122967,0.356241023,0.35459499,9.593870417,188.2602824,623.5205399,4.287937938,195320.9705,CEEG,77.112,21.423,265.1958678,116.4543834
83,Mollem National Park,1992,0,0,28,245880522.5,221.4845788,0,0.0018,0.0018,0.0027,0.018,0.0207,0.0207,0.0342,0.036,0.036,0.041890588,0.045490588,0.047290588,0.080068235,0.080068235,0.230368235,0.317668235,0.334768235,0.343768235,0.348698823,3076.752996,1892.122195,1979.369228,2065.153625,2396.076258,3151.422933,3016.103185,3520.297213,2377.568243,3019.021916,3234.318786,3015.439053,1885.129329,2447.241214,2818.295938,1927.990869,2431.024645,2297.719866,2464.727701,3653.901171,3086.214431,0.195043091,0.223057068,0.196644364,0.224304462,0.240594052,0.211293575,0.218965004,0.197763358,0.210928862,0.17707252,0.173859957,0.188422394,0.180060398,0.169793163,0.178343346,0.186090021,0.19053854,0.184110738,0.199646402,0.200367079,0.178270948,12.25629516,205.3133963,283.1823573,8.161232,11097.02628,WG,74.25662,15.33829,166.2736486,209.5548417
84,Mookambika WLS,1974,0,0,46,555807145.5,425.5044035,0.086555294,0.102741176,0.185664705,0.200964705,0.551191764,0.644791764,0.82793294,0.939289411,1.096044705,1.105944705,1.430728234,1.703241175,2.153664704,2.453354116,2.560577645,2.732477645,3.310323527,3.993201174,4.305218821,4.811915292,3634.50297,3121.585744,3165.288569,2537.653295,3370.989648,4032.338654,3525.654167,4240.810832,3486.6173,4177.740884,4379.977513,3983.500963,3516.451998,3492.630176,4034.423659,3295.570037,2697.120562,3091.501563,3364.046311,4097.076921,4152.14219,0.631634074,0.585473745,0.595619967,0.601935324,0.628405305,0.584604473,0.592804879,0.619254542,0.603831053,0.603461791,0.581598374,0.521099036,0.533966665,0.526325729,0.600280421,0.611304347,0.635418811,0.662194196,0.649643315,0.665226886,0.668220475,11.47190473,185.5097261,311.0863465,3.473220136,51182.51514,WG,74.85117,13.80647,219.8444444,190.2979292
85,Mouling National Park,1986,0,0,34,485918291.7,485.0113094,0.1107,0.1404,0.1404,0.1422,0.1449,0.1449,0.1449,0.162,0.162,0.2124,0.2214,0.232785882,0.257985882,0.290385882,0.296685882,0.296685882,0.331785882,0.341685882,0.347085882,0.353385882,2555.11055,2553.691982,2219.986397,2212.614929,2462.239848,2159.647842,2298.569813,2367.325385,2237.0858,1987.394484,2261.436901,1820.640887,2359.772581,1954.422522,1969.073582,2025.775435,2013.327635,2102.126629,1626.966414,2130.64176,1855.521129,0.013107949,0.015086219,0.0153393,0.014861069,0.016662735,0.016323245,0.017239139,0.01791437,0.018125247,0.017625471,0.018197842,0.018143296,0.017825988,0.019765464,0.019019283,0.019287124,0.021232326,0.01985662,0.021770605,0.021298211,0.017821312,30.62867857,177.6228984,1725.358119,0.238812655,0,SGNEBF,94.85443,28.58844,1207.799065,341.6261745
86,Mudumalai National Park/Tiger Reserve,1942,1,2007,78,331994855.7,262.9150165,0.0027,0.018,0.0207,0.0243,0.0288,0.036,0.044184706,0.046884706,0.049584706,0.049584706,0.059484706,0.077128235,0.085228235,0.097828235,0.097828235,0.097828235,0.152865882,0.181994117,0.197294117,0.211694117,1531.034639,1511.193382,1374.089056,1341.022377,1705.857813,1984.189971,1849.148088,1884.612323,1521.376187,1563.324868,2069.656229,1805.912993,1580.292715,1277.638717,1309.406955,1412.050945,951.6852373,1510.259452,1582.740231,1603.218432,1561.795802,1.016584683,1.043336819,1.112752762,0.929586677,1.163690785,1.120700849,1.003039956,0.954867403,0.943733519,0.914604533,1.154045702,1.013162338,1.173515213,1.129807806,1.127975705,0.987285302,0.901643104,0.85890734,0.93647897,0.92449816,0.71115578,6.498458424,176.9074758,955.0198249,10.18638,18434.95807,WG,76.53249,11.60611,270.6379747,164.3704336
87,Mukundra Tiger Reserve,1955,1,2013,65,283747651.5,0.0918,0.0027,0.0027,0.0027,0.0108,0.0108,0.0117,0.0126,0.0153,0.0171,0.0198,0.0459,0.0459,0.0459,0.0459,0.0459,0.0459,0.0459,0.0459,0.0459,0.0459,700.4658679,757.6021175,399.2043609,671.770459,784.1843064,799.0913545,968.825665,739.8261435,656.4721209,547.5798324,840.2481934,960.0351877,786.3689251,1252.113343,798.8696679,681.20793,1232.848406,645.388984,975.1410835,1311.266763,803.8370092,0.820892797,0.827438554,0.826023755,0.861262369,0.827484345,0.91542768,0.936903329,0.912204089,0.935140914,0.917214867,0.940127824,0.90891287,1.030954545,0.885221591,0.977659734,0.881080756,0.872307114,0.85755191,0.885148438,0.893874417,0.867839652,5.377746681,155.7611734,414.4306387,3.131883442,37120.27599,CEEG,75.776,24.938,81.17260274,11.42437787
