state,year,age,cervix_adj
Missouri,2012,30-34,19.41
Missouri,2013,30-34,13.03
Missouri,2014,30-34,11.95
Missouri,2015,30-34,13.48
Missouri,2016,30-34,11.5
Missouri,2017,30-34,11.03
Missouri,2018,30-34,15.6
Missouri,2019,30-34,16.97
Missouri,2003,35-39,14.04
Missouri,2004,35-39,11.91
Missouri,2005,35-39,13.11
Missouri,2006,35-39,9.37
Missouri,2007,35-39,16.65
Missouri,2008,35-39,12.06
Missouri,2009,35-39,14.88
Missouri,2010,35-39,17.95
Missouri,2011,35-39,8.95
Missouri,2012,35-39,20.31
Missouri,2013,35-39,11.78
Missouri,2014,35-39,16.58
Missouri,2015,35-39,17.78
Missouri,2016,35-39,15.72
Missouri,2017,35-39,12.82
Missouri,2018,35-39,12.08
Missouri,2019,35-39,18.43
Missouri,2003,40-44,13.62
Missouri,2004,40-44,15.44
Missouri,2005,40-44,18.41
Missouri,2006,40-44,16.69
Missouri,2007,40-44,13.92
Missouri,2008,40-44,16.96
Missouri,2009,40-44,19.59
Missouri,2010,40-44,15.13
Missouri,2011,40-44,20.28
Missouri,2012,40-44,19.85
Missouri,2013,40-44,16.35
Missouri,2014,40-44,16.09
Missouri,2015,40-44,17.01
Missouri,2016,40-44,19.23
Missouri,2017,40-44,15.37
Missouri,2018,40-44,14.12
Missouri,2019,40-44,17.77
Missouri,2003,45-49,14.2
Missouri,2004,45-49,12.2
Missouri,2005,45-49,13.77
Missouri,2006,45-49,16.62
Missouri,2007,45-49,17.92
Missouri,2008,45-49,14.0
Missouri,2009,45-49,13.17
Missouri,2010,45-49,12.1
Missouri,2011,45-49,10.26
Missouri,2012,45-49,16.51
Missouri,2013,45-49,18.21
Missouri,2014,45-49,16.75
Missouri,2015,45-49,15.92
Missouri,2016,45-49,18.48
Missouri,2017,45-49,15.89
Missouri,2018,45-49,18.18
Missouri,2019,45-49,20.12
Nebraska,2003,20-24,1.58
Nebraska,2004,20-24,1.55
Nebraska,2005,20-24,1.52
Nebraska,2006,20-24,1.52
Nebraska,2007,20-24,1.55
Nebraska,2008,20-24,0.0
Nebraska,2009,20-24,3.17
Nebraska,2010,20-24,1.59
Nebraska,2011,20-24,3.17
Nebraska,2012,20-24,3.12
Nebraska,2013,20-24,0.0
Nebraska,2014,20-24,1.5
Nebraska,2015,20-24,0.0
Nebraska,2016,20-24,0.0
Nebraska,2017,20-24,0.0
Nebraska,2018,20-24,0.0
Nebraska,2019,20-24,1.52
Nebraska,2003,30-34,19.72
Nebraska,2004,30-34,12.61
Nebraska,2005,30-34,10.79
Nebraska,2006,30-34,5.46
Nebraska,2007,30-34,10.94
Nebraska,2008,30-34,10.89
Nebraska,2009,30-34,10.66
Nebraska,2010,30-34,10.43
Nebraska,2011,30-34,6.72
Nebraska,2012,30-34,11.41
Nebraska,2013,30-34,4.76
Nebraska,2014,30-34,18.83
Nebraska,2015,30-34,10.95
Nebraska,2016,30-34,9.36
Nebraska,2017,30-34,14.2
Nebraska,2018,30-34,15.98
Nebraska,2019,30-34,8.09
Nebraska,2003,35-39,19.42
Nebraska,2004,35-39,12.68
Nebraska,2005,35-39,18.34
Nebraska,2006,35-39,10.92
Nebraska,2007,35-39,18.15
Nebraska,2008,35-39,12.73
Nebraska,2009,35-39,25.72
Nebraska,2010,35-39,11.06
Nebraska,2011,35-39,9.28
Nebraska,2012,35-39,14.8
Nebraska,2013,35-39,12.67
Nebraska,2014,35-39,12.39
Nebraska,2015,35-39,13.71
Nebraska,2016,35-39,13.25
Nebraska,2017,35-39,20.9
Nebraska,2018,35-39,9.39
Nebraska,2019,35-39,18.54
Nebraska,2003,40-44,13.5
Nebraska,2004,40-44,13.62
Nebraska,2005,40-44,18.74
Nebraska,2006,40-44,13.06
Nebraska,2007,40-44,28.96
Nebraska,2008,40-44,8.86
Nebraska,2009,40-44,21.79
Nebraska,2010,40-44,22.0
Nebraska,2011,40-44,18.22
Nebraska,2012,40-44,14.46
Nebraska,2013,40-44,16.31
Nebraska,2014,40-44,18.24
Nebraska,2015,40-44,18.37
Nebraska,2016,40-44,9.26
Nebraska,2017,40-44,18.46
Nebraska,2018,40-44,14.47
Nebraska,2019,40-44,26.58
Nebraska,2003,45-49,10.8
Nebraska,2004,45-49,7.68
Nebraska,2005,45-49,9.1
Nebraska,2006,45-49,7.51
Nebraska,2007,45-49,5.98
Nebraska,2008,45-49,13.61
Nebraska,2009,45-49,12.17
Nebraska,2010,45-49,7.84
Nebraska,2011,45-49,18.0
Nebraska,2012,45-49,13.65
Nebraska,2013,45-49,15.97
Nebraska,2014,45-49,23.76
Nebraska,2015,45-49,18.46
Nebraska,2016,45-49,9.2
Nebraska,2017,45-49,25.61
Nebraska,2018,45-49,7.34
Nebraska,2019,45-49,20.32
Nevada,2003,20-24,0.0
Nevada,2004,20-24,0.0
Nevada,2005,20-24,1.27
Nevada,2006,20-24,0.0
Nevada,2007,20-24,0.0
Nevada,2008,20-24,1.17
Nevada,2009,20-24,2.34
Nevada,2010,20-24,0.0
Nevada,2011,20-24,1.13
Nevada,2012,20-24,0.0
Nevada,2013,20-24,1.11
Nevada,2014,20-24,1.11
Nevada,2015,20-24,2.25
Nevada,2016,20-24,2.29
Nevada,2017,20-24,0.0
Nevada,2018,20-24,1.15
Nevada,2019,20-24,0.0
Nevada,2003,30-34,14.48
Nevada,2004,30-34,10.61
Nevada,2005,30-34,16.39
Nevada,2006,30-34,4.64
Nevada,2007,30-34,6.82
Nevada,2008,30-34,12.24
Nevada,2009,30-34,9.82
Nevada,2010,30-34,5.37
Nevada,2011,30-34,7.46
Nevada,2012,30-34,13.64
Nevada,2013,30-34,18.59
Nevada,2014,30-34,9.14
Nevada,2015,30-34,15.97
Nevada,2016,30-34,12.82
Nevada,2017,30-34,10.7
Nevada,2018,30-34,9.53
Nevada,2019,30-34,6.45
Nevada,2003,35-39,18.13
Nevada,2004,35-39,14.24
Nevada,2005,35-39,14.95
Nevada,2006,35-39,15.35
Nevada,2007,35-39,15.93
Nevada,2008,35-39,12.6
Nevada,2009,35-39,10.52
Nevada,2010,35-39,17.18
Nevada,2011,35-39,12.15
Nevada,2012,35-39,11.1
Nevada,2013,35-39,15.52
Nevada,2014,35-39,17.51
Nevada,2015,35-39,20.23
Nevada,2016,35-39,25.8
Nevada,2017,35-39,22.0
Nevada,2018,35-39,14.52
Nevada,2019,35-39,13.21
Nevada,2003,40-44,22.52
Nevada,2004,40-44,10.23
Nevada,2005,40-44,22.16
Nevada,2006,40-44,15.33
Nevada,2007,40-44,15.24
Nevada,2008,40-44,19.44
Nevada,2009,40-44,10.89
Nevada,2010,40-44,20.55
Nevada,2011,40-44,6.41
Nevada,2012,40-44,15.83
Nevada,2013,40-44,16.87
Nevada,2014,40-44,15.85
Nevada,2015,40-44,18.14
Nevada,2016,40-44,21.61
Nevada,2017,40-44,25.81
Nevada,2018,40-44,15.91
Nevada,2019,40-44,19.76
Nevada,2003,45-49,13.71
Nevada,2004,45-49,16.85
Nevada,2005,45-49,22.11
Nevada,2006,45-49,20.16
Nevada,2007,45-49,12.04
Nevada,2008,45-49,12.96
Nevada,2009,45-49,11.69
Nevada,2010,45-49,7.44
Nevada,2011,45-49,7.54
Nevada,2012,45-49,15.18
Nevada,2013,45-49,13.12
Nevada,2014,45-49,15.34
Nevada,2015,45-49,21.57
Nevada,2016,45-49,15.72
Nevada,2017,45-49,12.34
Nevada,2018,45-49,20.35
Nevada,2019,45-49,12.17
New Jersey,2003,20-24,2.86
New Jersey,2004,20-24,0.81
New Jersey,2005,20-24,2.02
New Jersey,2006,20-24,0.8
New Jersey,2007,20-24,0.4
New Jersey,2008,20-24,0.79
New Jersey,2009,20-24,0.78
New Jersey,2010,20-24,1.14
New Jersey,2011,20-24,0.0
New Jersey,2012,20-24,1.11
New Jersey,2013,20-24,0.36
New Jersey,2014,20-24,0.0
New Jersey,2015,20-24,0.35
New Jersey,2016,20-24,0.35
New Jersey,2017,20-24,1.07
New Jersey,2018,20-24,1.08
New Jersey,2019,20-24,0.36
New Jersey,2003,30-34,11.63
New Jersey,2004,30-34,13.61
New Jersey,2005,30-34,10.02
New Jersey,2006,30-34,10.0
New Jersey,2007,30-34,14.87
New Jersey,2008,30-34,10.88
New Jersey,2009,30-34,10.07
New Jersey,2010,30-34,7.44
New Jersey,2011,30-34,9.08
New Jersey,2012,30-34,5.54
New Jersey,2013,30-34,8.6
New Jersey,2014,30-34,8.59
New Jersey,2015,30-34,8.61
New Jersey,2016,30-34,8.92
New Jersey,2017,30-34,12.67
New Jersey,2018,30-34,10.59
New Jersey,2019,30-34,8.81
New Jersey,2003,35-39,15.15
New Jersey,2004,35-39,14.12
New Jersey,2005,35-39,12.58
New Jersey,2006,35-39,13.68
New Jersey,2007,35-39,13.67
New Jersey,2008,35-39,15.29
New Jersey,2009,35-39,13.71
New Jersey,2010,35-39,12.45
New Jersey,2011,35-39,11.06
New Jersey,2012,35-39,11.16
New Jersey,2013,35-39,11.86
New Jersey,2014,35-39,11.75
New Jersey,2015,35-39,12.97
New Jersey,2016,35-39,13.82
New Jersey,2017,35-39,8.98
New Jersey,2018,35-39,12.18
New Jersey,2019,35-39,11.48
New Jersey,2003,40-44,16.24
New Jersey,2004,40-44,16.48
New Jersey,2005,40-44,16.36
New Jersey,2006,40-44,19.93
New Jersey,2007,40-44,13.28
New Jersey,2008,40-44,15.06
New Jersey,2009,40-44,16.95
New Jersey,2010,40-44,14.79
New Jersey,2011,40-44,14.57
New Jersey,2012,40-44,12.92
New Jersey,2013,40-44,14.74
New Jersey,2014,40-44,12.53
New Jersey,2015,40-44,13.55
New Jersey,2016,40-44,12.58
New Jersey,2017,40-44,16.47
New Jersey,2018,40-44,18.85
New Jersey,2019,40-44,11.88
New Jersey,2003,45-49,17.88
New Jersey,2004,45-49,19.48
New Jersey,2005,45-49,16.91
New Jersey,2006,45-49,20.62
New Jersey,2007,45-49,14.74
New Jersey,2008,45-49,13.33
New Jersey,2009,45-49,17.17
New Jersey,2010,45-49,13.91
New Jersey,2011,45-49,14.62
New Jersey,2012,45-49,11.69
New Jersey,2013,45-49,10.48
New Jersey,2014,45-49,12.21
New Jersey,2015,45-49,15.99
New Jersey,2016,45-49,13.98
New Jersey,2017,45-49,12.95
New Jersey,2018,45-49,11.32
New Jersey,2019,45-49,13.21
New Mexico,2003,20-24,4.48
New Mexico,2004,20-24,1.46
New Mexico,2005,20-24,0.0
New Mexico,2006,20-24,4.38
New Mexico,2007,20-24,2.92
New Mexico,2008,20-24,2.92
New Mexico,2009,20-24,1.45
New Mexico,2010,20-24,1.43
New Mexico,2011,20-24,4.18
New Mexico,2012,20-24,5.46
New Mexico,2013,20-24,5.46
New Mexico,2014,20-24,2.77
New Mexico,2015,20-24,2.77
New Mexico,2016,20-24,0.0
New Mexico,2017,20-24,0.0
New Mexico,2018,20-24,1.49
New Mexico,2019,20-24,1.49
New Mexico,2003,30-34,5.09
New Mexico,2004,30-34,11.91
New Mexico,2005,30-34,8.62
New Mexico,2006,30-34,12.04
New Mexico,2007,30-34,6.85
New Mexico,2008,30-34,6.72
New Mexico,2009,30-34,4.92
New Mexico,2010,30-34,11.03
New Mexico,2011,30-34,7.67
New Mexico,2012,30-34,10.54
New Mexico,2013,30-34,11.85
New Mexico,2014,30-34,8.83
New Mexico,2015,30-34,16.17
New Mexico,2016,30-34,20.54
New Mexico,2017,30-34,8.88
New Mexico,2018,30-34,22.35
New Mexico,2019,30-34,16.38
New Mexico,2003,35-39,12.68
New Mexico,2004,35-39,19.44
New Mexico,2005,35-39,24.39
New Mexico,2006,35-39,14.56
New Mexico,2007,35-39,15.97
New Mexico,2008,35-39,12.78
New Mexico,2009,35-39,12.81
New Mexico,2010,35-39,17.79
New Mexico,2011,35-39,14.77
New Mexico,2012,35-39,4.95
New Mexico,2013,35-39,13.24
New Mexico,2014,35-39,16.39
New Mexico,2015,35-39,17.72
New Mexico,2016,35-39,29.92
New Mexico,2017,35-39,10.8
New Mexico,2018,35-39,21.16
New Mexico,2019,35-39,13.37
New Mexico,2003,40-44,16.46
New Mexico,2004,40-44,11.02
New Mexico,2005,40-44,26.55
New Mexico,2006,40-44,12.9
New Mexico,2007,40-44,13.34
New Mexico,2008,40-44,18.47
New Mexico,2009,40-44,11.04
New Mexico,2010,40-44,12.7
New Mexico,2011,40-44,23.7
New Mexico,2012,40-44,12.7
New Mexico,2013,40-44,12.77
New Mexico,2014,40-44,24.48
New Mexico,2015,40-44,16.61
New Mexico,2016,40-44,20.31
New Mexico,2017,40-44,13.65
New Mexico,2018,40-44,11.89
New Mexico,2019,40-44,13.37
New Mexico,2003,45-49,12.68
New Mexico,2004,45-49,13.91
New Mexico,2005,45-49,12.29
New Mexico,2006,45-49,9.38
New Mexico,2007,45-49,8.05
New Mexico,2008,45-49,20.03
New Mexico,2009,45-49,16.17
New Mexico,2010,45-49,9.61
New Mexico,2011,45-49,15.73
New Mexico,2012,45-49,10.43
New Mexico,2013,45-49,10.88
New Mexico,2014,45-49,19.27
New Mexico,2015,45-49,16.36
New Mexico,2016,45-49,14.72
New Mexico,2017,45-49,11.46
New Mexico,2018,45-49,24.72
New Mexico,2019,45-49,16.73
New York,2003,20-24,0.93
New York,2004,20-24,1.85
New York,2005,20-24,1.54
New York,2006,20-24,1.53
New York,2007,20-24,0.6
New York,2008,20-24,1.19
New York,2009,20-24,1.45
New York,2010,20-24,1.57
New York,2011,20-24,1.55
New York,2012,20-24,0.84
New York,2013,20-24,1.26
New York,2014,20-24,0.84
New York,2015,20-24,0.71
New York,2016,20-24,0.72
New York,2017,20-24,0.74
New York,2018,20-24,0.45
New York,2019,20-24,0.15
New York,2003,30-34,9.7
New York,2004,30-34,8.55
New York,2005,30-34,10.59
New York,2006,30-34,9.53
New York,2007,30-34,9.58
New York,2008,30-34,8.4
New York,2009,30-34,7.8
New York,2010,30-34,9.34
New York,2011,30-34,8.08
New York,2012,30-34,6.31
New York,2013,30-34,9.21
New York,2014,30-34,8.26
New York,2015,30-34,7.79
New York,2016,30-34,7.73
New York,2017,30-34,8.8
New York,2018,30-34,9.56
New York,2019,30-34,9.75
New York,2003,35-39,15.88
New York,2004,35-39,12.5
New York,2005,35-39,13.72
New York,2006,35-39,13.07
New York,2007,35-39,12.91
New York,2008,35-39,13.66
New York,2009,35-39,10.99
New York,2010,35-39,13.18
New York,2011,35-39,10.74
New York,2012,35-39,12.36
New York,2013,35-39,13.39
New York,2014,35-39,12.58
New York,2015,35-39,10.68
New York,2016,35-39,13.6
New York,2017,35-39,12.84
New York,2018,35-39,12.25
New York,2019,35-39,13.24
New York,2003,40-44,17.55
New York,2004,40-44,10.51
New York,2005,40-44,18.35
New York,2006,40-44,14.88
New York,2007,40-44,15.37
New York,2008,40-44,14.77
New York,2009,40-44,15.16
New York,2010,40-44,15.33
New York,2011,40-44,11.88
New York,2012,40-44,14.07
New York,2013,40-44,15.23
New York,2014,40-44,10.55
New York,2015,40-44,14.77
New York,2016,40-44,12.45
New York,2017,40-44,13.22
New York,2018,40-44,12.57
New York,2019,40-44,13.46
New York,2003,45-49,13.85
New York,2004,45-49,16.91
New York,2005,45-49,15.25
New York,2006,45-49,13.52
New York,2007,45-49,17.26
New York,2008,45-49,14.61
New York,2009,45-49,13.12
New York,2010,45-49,15.24
New York,2011,45-49,15.68
New York,2012,45-49,13.59
New York,2013,45-49,11.63
New York,2014,45-49,14.18
New York,2015,45-49,15.5
New York,2016,45-49,14.46
New York,2017,45-49,16.19
New York,2018,45-49,10.79
New York,2019,45-49,13.76
North Carolina,2003,20-24,0.69
North Carolina,2004,20-24,1.73
North Carolina,2005,20-24,1.71
North Carolina,2006,20-24,1.0
North Carolina,2007,20-24,1.64
North Carolina,2008,20-24,0.96
North Carolina,2009,20-24,0.31
North Carolina,2010,20-24,1.22
North Carolina,2011,20-24,0.9
North Carolina,2012,20-24,1.19
North Carolina,2013,20-24,0.29
North Carolina,2014,20-24,0.0
North Carolina,2015,20-24,0.9
North Carolina,2016,20-24,0.6
North Carolina,2017,20-24,0.3
North Carolina,2018,20-24,1.21
North Carolina,2019,20-24,0.0
North Carolina,2003,30-34,8.89
North Carolina,2004,30-34,13.1
North Carolina,2005,30-34,11.31
North Carolina,2006,30-34,9.52
North Carolina,2007,30-34,12.48
North Carolina,2008,30-34,10.04
North Carolina,2009,30-34,11.48
North Carolina,2010,30-34,9.19
North Carolina,2011,30-34,11.28
North Carolina,2012,30-34,12.44
North Carolina,2013,30-34,11.73
North Carolina,2014,30-34,11.42
North Carolina,2015,30-34,10.51
North Carolina,2016,30-34,8.9
North Carolina,2017,30-34,10.03
North Carolina,2018,30-34,11.39
North Carolina,2019,30-34,10.78
North Carolina,2003,35-39,14.46
North Carolina,2004,35-39,16.51
North Carolina,2005,35-39,13.8
North Carolina,2006,35-39,12.13
North Carolina,2007,35-39,15.65
North Carolina,2008,35-39,12.28
North Carolina,2009,35-39,12.35
North Carolina,2010,35-39,11.71
North Carolina,2011,35-39,15.52
North Carolina,2012,35-39,11.95
North Carolina,2013,35-39,13.25
North Carolina,2014,35-39,14.11
North Carolina,2015,35-39,12.1
North Carolina,2016,35-39,16.47
North Carolina,2017,35-39,11.75
North Carolina,2018,35-39,13.13
North Carolina,2019,35-39,12.16
North Carolina,2003,40-44,13.08
North Carolina,2004,40-44,15.6
North Carolina,2005,40-44,11.69
North Carolina,2006,40-44,18.48
North Carolina,2007,40-44,11.13
North Carolina,2008,40-44,13.25
North Carolina,2009,40-44,14.83
North Carolina,2010,40-44,10.32
North Carolina,2011,40-44,13.3
North Carolina,2012,40-44,14.61
North Carolina,2013,40-44,13.47
North Carolina,2014,40-44,16.25
North Carolina,2015,40-44,16.01
North Carolina,2016,40-44,17.74
North Carolina,2017,40-44,12.95
North Carolina,2018,40-44,14.78
North Carolina,2019,40-44,11.91
North Carolina,2003,45-49,12.53
North Carolina,2004,45-49,13.56
North Carolina,2005,45-49,17.15
North Carolina,2006,45-49,11.77
North Carolina,2007,45-49,10.67
North Carolina,2008,45-49,12.21
North Carolina,2009,45-49,9.81
North Carolina,2010,45-49,12.05
North Carolina,2011,45-49,13.36
North Carolina,2012,45-49,12.67
North Carolina,2013,45-49,9.94
North Carolina,2014,45-49,17.44
North Carolina,2015,45-49,11.44
North Carolina,2016,45-49,10.62
North Carolina,2017,45-49,10.52
North Carolina,2018,45-49,9.94
North Carolina,2019,45-49,12.91
Ohio,2003,20-24,2.56
Ohio,2004,20-24,1.29
Ohio,2005,20-24,1.05
Ohio,2006,20-24,0.8
Ohio,2007,20-24,0.8
Ohio,2008,20-24,1.34
Ohio,2009,20-24,1.33
Ohio,2010,20-24,0.53
Ohio,2011,20-24,2.07
Ohio,2012,20-24,0.76
Ohio,2013,20-24,1.26
Ohio,2014,20-24,1.27
Ohio,2015,20-24,0.51
Ohio,2016,20-24,1.05
Ohio,2017,20-24,0.53
Ohio,2018,20-24,0.54
Ohio,2019,20-24,0.54
Ohio,2003,30-34,15.51
Ohio,2004,30-34,15.15
Ohio,2005,30-34,12.05
Ohio,2006,30-34,10.81
Ohio,2007,30-34,7.15
Ohio,2008,30-34,8.33
Ohio,2009,30-34,14.31
Ohio,2010,30-34,8.61
Ohio,2011,30-34,7.33
Ohio,2012,30-34,10.31
Ohio,2013,30-34,9.92
Ohio,2014,30-34,12.36
Ohio,2015,30-34,11.81
Ohio,2016,30-34,11.77
Ohio,2017,30-34,15.01
Ohio,2018,30-34,12.44
Ohio,2019,30-34,11.13
Ohio,2003,35-39,13.09
Ohio,2004,35-39,11.4
Ohio,2005,35-39,13.87
Ohio,2006,35-39,18.72
Ohio,2007,35-39,15.75
Ohio,2008,35-39,16.01
Ohio,2009,35-39,16.46
Ohio,2010,35-39,15.88
Ohio,2011,35-39,16.52
Ohio,2012,35-39,11.81
Ohio,2013,35-39,14.16
Ohio,2014,35-39,13.98
Ohio,2015,35-39,13.74
Ohio,2016,35-39,14.29
Ohio,2017,35-39,13.49
Ohio,2018,35-39,12.5
Ohio,2019,35-39,15.96
Ohio,2003,40-44,14.02
Ohio,2004,40-44,13.57
Ohio,2005,40-44,13.86
Ohio,2006,40-44,18.8
Ohio,2007,40-44,15.53
Ohio,2008,40-44,12.28
Ohio,2009,40-44,16.21
Ohio,2010,40-44,12.52
Ohio,2011,40-44,18.18
Ohio,2012,40-44,12.03
Ohio,2013,40-44,16.17
Ohio,2014,40-44,13.03
Ohio,2015,40-44,20.69
Ohio,2016,40-44,20.33
Ohio,2017,40-44,18.0
Ohio,2018,40-44,17.09
Ohio,2019,40-44,13.1
Ohio,2003,45-49,13.28
Ohio,2004,45-49,12.7
Ohio,2005,45-49,18.75
Ohio,2006,45-49,14.33
Ohio,2007,45-49,14.7
Ohio,2008,45-49,16.5
Ohio,2009,45-49,16.09
Ohio,2010,45-49,9.26
Ohio,2011,45-49,15.79
Ohio,2012,45-49,17.3
Ohio,2013,45-49,12.5
Ohio,2014,45-49,15.17
Ohio,2015,45-49,12.96
Ohio,2016,45-49,15.53
Ohio,2017,45-49,14.02
Ohio,2018,45-49,12.87
Ohio,2019,45-49,16.22
Oklahoma,2003,20-24,3.02
Oklahoma,2004,20-24,0.75
Oklahoma,2005,20-24,1.5
Oklahoma,2006,20-24,3.77
Oklahoma,2007,20-24,3.05
Oklahoma,2008,20-24,3.07
Oklahoma,2009,20-24,1.53
Oklahoma,2010,20-24,3.78
Oklahoma,2011,20-24,0.74
Oklahoma,2012,20-24,0.72
Oklahoma,2013,20-24,1.42
Oklahoma,2014,20-24,0.71
Oklahoma,2015,20-24,0.0
Oklahoma,2016,20-24,0.0
Oklahoma,2017,20-24,3.81
Oklahoma,2018,20-24,1.53
Oklahoma,2019,20-24,0.76
Oklahoma,2003,30-34,14.16
Oklahoma,2004,30-34,15.16
Oklahoma,2005,30-34,11.67
Oklahoma,2006,30-34,12.72
Oklahoma,2007,30-34,13.64
Oklahoma,2008,30-34,20.68
Oklahoma,2009,30-34,17.4
Oklahoma,2010,30-34,21.83
Oklahoma,2011,30-34,13.04
Oklahoma,2012,30-34,13.49
Oklahoma,2013,30-34,18.41
Oklahoma,2014,30-34,18.92
Oklahoma,2015,30-34,16.58
Oklahoma,2016,30-34,14.33
Oklahoma,2017,30-34,15.34
Oklahoma,2018,30-34,17.82
Oklahoma,2019,30-34,11.57
Oklahoma,2003,35-39,18.39
Oklahoma,2004,35-39,13.58
Oklahoma,2005,35-39,12.69
Oklahoma,2006,35-39,17.79
Oklahoma,2007,35-39,20.98
Oklahoma,2008,35-39,18.24
Oklahoma,2009,35-39,23.41
Oklahoma,2010,35-39,19.99
Oklahoma,2011,35-39,23.77
Oklahoma,2012,35-39,8.8
Oklahoma,2013,35-39,22.64
Oklahoma,2014,35-39,21.33
Oklahoma,2015,35-39,14.91
Oklahoma,2016,35-39,18.58
Oklahoma,2017,35-39,11.84
Oklahoma,2018,35-39,22.3
Oklahoma,2019,35-39,21.28
Oklahoma,2003,40-44,21.82
Oklahoma,2004,40-44,15.94
Oklahoma,2005,40-44,19.42
Oklahoma,2006,40-44,22.48
Oklahoma,2007,40-44,15.81
Oklahoma,2008,40-44,20.67
Oklahoma,2009,40-44,21.19
Oklahoma,2010,40-44,20.23
Oklahoma,2011,40-44,16.44
Oklahoma,2012,40-44,22.28
Oklahoma,2013,40-44,21.34
Oklahoma,2014,40-44,19.74
Oklahoma,2015,40-44,16.43
Oklahoma,2016,40-44,14.93
Oklahoma,2017,40-44,22.98
Oklahoma,2018,40-44,21.97
Oklahoma,2019,40-44,24.14
Oklahoma,2003,45-49,16.96
Oklahoma,2004,45-49,13.76
Oklahoma,2005,45-49,12.1
Oklahoma,2006,45-49,25.41
Oklahoma,2007,45-49,18.69
Oklahoma,2008,45-49,15.74
Oklahoma,2009,45-49,12.74
Oklahoma,2010,45-49,13.02
Oklahoma,2011,45-49,17.54
Oklahoma,2012,45-49,16.57
Oklahoma,2013,45-49,15.46
Oklahoma,2014,45-49,16.77
Oklahoma,2015,45-49,22.14
Oklahoma,2016,45-49,25.35
Oklahoma,2017,45-49,12.15
Oklahoma,2018,45-49,20.84
Oklahoma,2019,45-49,26.21
Oregon,2003,20-24,1.62
Oregon,2004,20-24,2.44
Oregon,2005,20-24,0.81
Oregon,2006,20-24,0.0
Oregon,2007,20-24,0.81
Oregon,2008,20-24,0.0
Oregon,2009,20-24,0.0
Oregon,2010,20-24,0.0
Oregon,2011,20-24,0.78
Oregon,2012,20-24,1.53
Oregon,2013,20-24,1.53
Oregon,2014,20-24,0.0
Oregon,2015,20-24,0.77
Oregon,2016,20-24,1.54
Oregon,2017,20-24,0.0
Oregon,2018,20-24,0.0
Oregon,2019,20-24,0.0
Oregon,2003,30-34,12.48
Oregon,2004,30-34,6.73
Oregon,2005,30-34,8.49
Oregon,2006,30-34,8.52
Oregon,2007,30-34,16.8
Oregon,2008,30-34,10.69
Oregon,2009,30-34,12.78
Oregon,2010,30-34,7.78
Oregon,2011,30-34,11.38
Oregon,2012,30-34,11.14
Oregon,2013,30-34,5.13
Oregon,2014,30-34,7.97
Oregon,2015,30-34,10.03
Oregon,2016,30-34,8.4
Oregon,2017,30-34,11.13
Oregon,2018,30-34,13.11
Oregon,2019,30-34,8.15
Oregon,2003,35-39,12.72
Oregon,2004,35-39,8.56
Oregon,2005,35-39,6.69
Oregon,2006,35-39,17.08
Oregon,2007,35-39,15.21
Oregon,2008,35-39,19.07
Oregon,2009,35-39,18.42
Oregon,2010,35-39,17.88
Oregon,2011,35-39,9.81
Oregon,2012,35-39,12.14
Oregon,2013,35-39,12.72
Oregon,2014,35-39,10.08
Oregon,2015,35-39,17.23
Oregon,2016,35-39,9.36
Oregon,2017,35-39,11.84
Oregon,2018,35-39,12.29
Oregon,2019,35-39,10.1
Oregon,2003,40-44,11.2
Oregon,2004,40-44,12.1
Oregon,2005,40-44,13.12
Oregon,2006,40-44,11.8
Oregon,2007,40-44,16.91
Oregon,2008,40-44,17.2
Oregon,2009,40-44,15.64
Oregon,2010,40-44,11.37
Oregon,2011,40-44,15.9
Oregon,2012,40-44,16.53
Oregon,2013,40-44,14.17
Oregon,2014,40-44,22.16
Oregon,2015,40-44,18.29
Oregon,2016,40-44,17.46
Oregon,2017,40-44,18.71
Oregon,2018,40-44,16.8
Oregon,2019,40-44,16.4
Oregon,2003,45-49,9.97
Oregon,2004,45-49,7.93
Oregon,2005,45-49,10.1
Oregon,2006,45-49,9.37
Oregon,2007,45-49,11.62
Oregon,2008,45-49,16.88
Oregon,2009,45-49,15.6
Oregon,2010,45-49,9.12
Oregon,2011,45-49,15.65
Oregon,2012,45-49,12.06
Oregon,2013,45-49,14.77
Oregon,2014,45-49,11.5
Oregon,2015,45-49,16.07
Oregon,2016,45-49,12.49
Oregon,2017,45-49,12.32
Oregon,2018,45-49,13.03
Oregon,2019,45-49,15.45
Pennsylvania,2003,20-24,1.0
Pennsylvania,2004,20-24,0.75
Pennsylvania,2005,20-24,1.99
Pennsylvania,2006,20-24,1.72
Pennsylvania,2007,20-24,0.49
Pennsylvania,2008,20-24,0.72
Pennsylvania,2009,20-24,1.65
Pennsylvania,2010,20-24,1.15
Pennsylvania,2011,20-24,1.59
Pennsylvania,2012,20-24,2.27
Pennsylvania,2013,20-24,1.37
Pennsylvania,2014,20-24,0.92
Pennsylvania,2015,20-24,0.71
Pennsylvania,2016,20-24,0.96
Pennsylvania,2017,20-24,1.22
Pennsylvania,2018,20-24,0.75
Pennsylvania,2019,20-24,0.76
Pennsylvania,2003,30-34,14.48
Pennsylvania,2004,30-34,14.43
Pennsylvania,2005,30-34,10.89
Pennsylvania,2006,30-34,12.69
Pennsylvania,2007,30-34,14.58
Pennsylvania,2008,30-34,12.17
Pennsylvania,2009,30-34,10.56
