"year","regionname","gdpcap","sec.agriculture","sec.energy","sec.industry","sec.construction","sec.services.venta","sec.services.nonventa","school.illit","school.prim","school.med","school.higher","invest","popdens"
1990,"Cataluna",9.78506175969812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.870548248291,NA
1991,"Cataluna",10.0506998000571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.4772415161133,NA
1992,"Cataluna",9.83790310748268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.0941829681396,NA
1993,"Cataluna",9.62510728658999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.3188209533691,NA
1994,"Cataluna",10.0064270838912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.8029975891113,NA
1995,"Cataluna",10.33990288489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.3809680938721,NA
1996,"Cataluna",10.5762637502566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,"Cataluna",11.0454159442168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1955,"Comunidad Valenciana",2.57597822218206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,"Comunidad Valenciana",2.73850328477578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1957,"Comunidad Valenciana",2.89988579051354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1958,"Comunidad Valenciana",2.96351049532723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1959,"Comunidad Valenciana",3.02620685907542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960,"Comunidad Valenciana",3.21929439140435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961,"Comunidad Valenciana",3.36246790119118,23.6499996185303,3.01999998092651,27.6800003051758,4.53000020980835,36.1800003051758,4.96000003814697,NA,NA,NA,NA,NA,NA
1962,"Comunidad Valenciana",3.56998002314629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963,"Comunidad Valenciana",3.76521014922076,21.7800006866455,2.75,27.2099990844727,5.42000007629395,38.3300018310547,4.5,NA,NA,NA,NA,NA,NA
1964,"Comunidad Valenciana",3.82369302130195,NA,NA,NA,NA,NA,NA,10.4446003228637,63.9916883724321,3.34451693633829,1.78262116425961,19.6991195678711,NA
1965,"Comunidad Valenciana",3.8741786491527,18.2700004577637,2.59999990463257,28.1800003051758,6.67000007629395,39.2400016784668,5.05000019073486,10.4732792085707,64.9668497663243,3.5398793075897,1.86028054619189,21.8730087280273,NA
1966,"Comunidad Valenciana",3.97814892592072,NA,NA,NA,NA,NA,NA,10.499477595891,66.0415001667003,3.75750520292138,1.94794957245429,24.0267810821533,NA
1967,"Comunidad Valenciana",4.07340761526283,15.4799995422363,2.4300000667572,28.6399993896484,6.88000011444092,40.5,6.07000017166138,10.5232555453181,67.3513138262448,4.0104745966355,2.04868062994639,24.6811904907227,NA
1968,"Comunidad Valenciana",4.27977739828241,NA,NA,NA,NA,NA,NA,10.5446707149259,68.4379763253464,4.6308832794731,2.14439415872525,25.7572746276855,NA
1969,"Comunidad Valenciana",4.48628970126839,13.7299995422363,2.69000005722046,28.5200004577637,7.34999990463257,41.0699996948242,6.6399998664856,10.5637795615784,69.5421957079451,5.26849689131521,2.2837306000087,26.178804397583,128.699996948242
1970,"Comunidad Valenciana",4.65474132809153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.8410549163818,NA
1971,"Comunidad Valenciana",4.81712387071886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.1996517181396,NA
1972,"Comunidad Valenciana",5.13888906322524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.7017269134521,NA
1973,"Comunidad Valenciana",5.44937164297924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.9421882629395,NA
1974,"Comunidad Valenciana",5.55798362507476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.4274501800537,NA
1975,"Comunidad Valenciana",5.65595542386885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.3052940368652,NA
1976,"Comunidad Valenciana",5.76135395118694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.5974979400635,NA
1977,"Comunidad Valenciana",5.86103991214564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.1891632080078,NA
1978,"Comunidad Valenciana",5.81091123797219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.0904788970947,NA
1979,"Comunidad Valenciana",5.77549262919858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.7497692108154,NA
1980,"Comunidad Valenciana",5.79098807985665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.2112274169922,NA
1981,"Comunidad Valenciana",5.8996715398558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.3309440612793,NA
1982,"Comunidad Valenciana",6.01813788415364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.8458118438721,NA
1983,"Comunidad Valenciana",6.13981724738802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.3196887969971,NA
1984,"Comunidad Valenciana",6.23686070511662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.531343460083,NA
1985,"Comunidad Valenciana",6.33611823449439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.1207828521729,NA
1986,"Comunidad Valenciana",6.73936039200853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.4207916259766,NA
1987,"Comunidad Valenciana",7.14438731790917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.7567386627197,NA
1988,"Comunidad Valenciana",7.56069729240306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.3779983520508,NA
1989,"Comunidad Valenciana",7.96915167095116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.738317489624,NA
1990,"Comunidad Valenciana",8.13838868303253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.6734676361084,NA
1991,"Comunidad Valenciana",8.30619788040471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.7543029785156,NA
1992,"Comunidad Valenciana",8.0805482404023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.4616050720215,NA
1993,"Comunidad Valenciana",7.85704119414542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.1841773986816,NA
1994,"Comunidad Valenciana",8.06840920032892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.6151676177979,NA
1995,"Comunidad Valenciana",8.28906061716742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.7886962890625,NA
1996,"Comunidad Valenciana",8.42973436161097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,"Comunidad Valenciana",8.72536435599873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1955,"Extremadura",1.24343048331057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,"Extremadura",1.3325478478317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1957,"Extremadura",1.42245070657128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1958,"Extremadura",1.4402313799015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1959,"Extremadura",1.45808342217514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960,"Extremadura",1.53584691396069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961,"Extremadura",1.59625816399695,46.5,1.60000002384186,10.6999998092651,7.98999977111816,26.6100006103516,6.6100001335144,NA,NA,NA,NA,NA,NA
1962,"Extremadura",1.70558416240728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963,"Extremadura",1.81769496609367,42.4500007629395,1.97000002861023,10.9700002670288,8.18000030517578,30.1299991607666,6.30999994277954,NA,NA,NA,NA,NA,NA
1964,"Extremadura",1.88281929040085,NA,NA,NA,NA,NA,NA,18.1280855495014,65.3057874145977,1.86982002161624,1.26034299047188,16.0566520690918,NA
1965,"Extremadura",1.9488718468133,37.5800018310547,2.9300000667572,10.8599996566772,9.39000034332275,32,7.26000022888184,17.3613465468061,64.4084727003901,1.95212689263824,1.32462057568173,18.0707759857178,NA
1966,"Extremadura",2.03263348969212,NA,NA,NA,NA,NA,NA,16.6113800688999,63.6131058887312,2.04343834706651,1.39725099345167,18.9422512054443,NA
1967,"Extremadura",2.11760916733054,33.0499992370605,3.13000011444092,11.0299997329712,9.25,34.1100006103516,9.43000030517578,15.8778802720753,63.0486496797983,2.1502327900577,1.48045998994181,21.0937271118164,NA
1968,"Extremadura",2.24550122432932,NA,NA,NA,NA,NA,NA,15.1605482953576,62.3898427818765,2.44716216612199,1.56252835698803,23.2899532318115,NA
1969,"Extremadura",2.38196234878762,30.1599998474121,3.59999990463257,10.8699998855591,9.03999996185303,35.75,10.5799999237061,14.459089467412,61.7300583013276,2.74329306666186,1.67447684252852,23.9835433959961,28.9699993133545
1970,"Extremadura",2.51849473322912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.9763240814209,NA
1971,"Extremadura",2.65402751662192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.9220218658447,NA
1972,"Extremadura",2.84640092367582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5212917327881,NA
1973,"Extremadura",3.04562988978595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.5006084442139,NA
1974,"Extremadura",3.10304190083525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.9990043640137,NA
1975,"Extremadura",3.15674098346343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.8751811981201,NA
1976,"Extremadura",3.26256794236245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.0869369506836,NA
1977,"Extremadura",3.36539566227451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.5106010437012,NA
1978,"Extremadura",3.48707502550889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.2648887634277,NA
1979,"Extremadura",3.51585250893718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.247013092041,NA
1980,"Extremadura",3.53956007337747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.3258094787598,NA
1981,"Extremadura",3.57276482842235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.4098014831543,NA
1982,"Extremadura",3.61096824247202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.0924377441406,NA
1983,"Extremadura",3.64895744073122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.8806972503662,NA
1984,"Extremadura",3.73714635522663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.9459609985352,NA
1985,"Extremadura",3.82847768243671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.619384765625,NA
1986,"Extremadura",4.16173948556551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.492696762085,NA
1987,"Extremadura",4.49857169714903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.0931091308594,NA
1988,"Extremadura",4.76949430812737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.0579814910889,NA
1989,"Extremadura",5.05141405608442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.2050437927246,NA
1990,"Extremadura",5.23407583882284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.0556392669678,NA
1991,"Extremadura",5.39831462774029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.6530513763428,NA
1992,"Extremadura",5.36546704429315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.14089012146,NA
1993,"Extremadura",5.33261946084601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.5728073120117,NA
1994,"Extremadura",5.43987423445422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.8011627197266,NA
1995,"Extremadura",5.50135656344281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.2228889465332,NA
1996,"Extremadura",5.90581253779612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,"Extremadura",6.22457870923598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1955,"Galicia",1.63467579383708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,"Galicia",1.72557836258558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1957,"Galicia",1.81648104029429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1958,"Galicia",1.84090251208918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1959,"Galicia",1.86539567970814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960,"Galicia",1.98329041869734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961,"Galicia",2.00578416629847,33.25,5.26000022888184,17.4400005340576,5.82999992370605,31.4099998474121,6.80999994277954,NA,NA,NA,NA,NA,NA
1962,"Galicia",2.18566114376082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963,"Galicia",2.36639542022592,32.3800010681152,5.23999977111816,17.4400005340576,6.44000005722046,32.4300003051758,6.07000017166138,NA,NA,NA,NA,NA,NA
1964,"Galicia",2.45879739054746,NA,NA,NA,NA,NA,NA,9.69715333800243,69.4310736131391,2.62135936593821,1.58817676566353,15.5867547988892,NA
1965,"Galicia",2.54970006825617,29.1700000762939,5.32999992370605,17.8400001525879,7.40000009536743,33.6300010681152,6.65000009536743,9.69006676607703,69.024636797605,2.76992489091361,1.64854000955906,19.1050872802734,NA
1966,"Galicia",2.66966570516683,NA,NA,NA,NA,NA,NA,9.68154829032039,68.7085639930207,2.93535757643416,1.71721562184158,21.5290145874023,NA
1967,"Galicia",2.78784635577056,26.5300006866455,5.17999982833862,18.2299995422363,7.3600001335144,34.7900009155273,7.92000007629395,9.67163438434789,68.6145375280027,3.12776784579658,1.79670424615839,22.2095241546631,NA
1968,"Galicia",2.9783632986139,NA,NA,NA,NA,NA,NA,9.66036403719666,68.3447384219328,3.60558132562778,1.87159086707997,22.6949615478516,NA
1969,"Galicia",3.17737783101313,22.9799995422363,5.63000011444092,18.4599990844727,8.13000011444092,36.310001373291,8.48999977111816,9.64777372248208,68.0683690342518,4.09511667081435,1.98220488779414,22.5122718811035,91.0199966430664
1970,"Galicia",3.36196799170661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.0963020324707,NA
1971,"Galicia",3.53477584808358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.0592098236084,NA
1972,"Galicia",3.78320471146079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.6944522857666,NA
1973,"Galicia",4.0299913264179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.0349578857422,NA
1974,"Galicia",4.13239083266946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.3730659484863,NA
1975,"Galicia",4.23100549675539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5215072631836,NA
1976,"Galicia",4.359040291641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5404987335205,NA
1977,"Galicia",4.48564683597655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.460054397583,NA
1978,"Galicia",4.52170787420112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8565540313721,NA
1979,"Galicia",4.55748343665203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.8971176147461,NA
1980,"Galicia",4.58169091057689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.4147644042969,NA
1981,"Galicia",4.61875176777059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.2603149414062,NA
1982,"Galicia",4.71079700233527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.9320793151855,NA
1983,"Galicia",4.80634116745104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.9381408691406,NA
1984,"Galicia",4.89931430724034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.6235446929932,NA
1985,"Galicia",4.99778645135988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.136173248291,NA
1986,"Galicia",5.2779205592487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.2311058044434,NA
1987,"Galicia",5.56576687143517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.396068572998,NA
1988,"Galicia",5.90952590205812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.4397640228271,NA
1989,"Galicia",6.25449874952023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.4401321411133,NA
1990,"Galicia",6.45322780614579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5044841766357,NA
1991,"Galicia",6.64160259108447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5099925994873,NA
1992,"Galicia",6.54448721961136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.2633037567139,NA
1993,"Galicia",6.44751480394553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.2256679534912,NA
1994,"Galicia",6.55648373971834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.7619285583496,NA
1995,"Galicia",6.68866033044688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.0208110809326,NA
1996,"Galicia",6.86246800579299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,"Galicia",7.13853179574251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1955,"Madrid (Comunidad De)",4.5944728159421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,"Madrid (Comunidad De)",4.78663244304641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1957,"Madrid (Comunidad De)",4.96343913945904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1958,"Madrid (Comunidad De)",4.90616964837613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1959,"Madrid (Comunidad De)",4.84640104571127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960,"Madrid (Comunidad De)",5.16109689921183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961,"Madrid (Comunidad De)",5.63260481310585,2.41000008583069,2.45000004768372,23.0799999237061,8.14000034332275,53.3699989318848,10.5600004196167,NA,NA,NA,NA,NA,NA
1962,"Madrid (Comunidad De)",5.84083127825644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963,"Madrid (Comunidad De)",6.02449287996398,2.35999989509583,2.19000005722046,23.1900005340576,8.23999977111816,54.7400016784668,9.27999973297119,NA,NA,NA,NA,NA,NA
1964,"Madrid (Comunidad De)",6.09932893754686,NA,NA,NA,NA,NA,NA,4.30310208620396,59.8809379378364,7.71579389299831,3.75299121063431,14.7288694381714,NA
1965,"Madrid (Comunidad De)",6.15202820120591,1.76999998092651,2.07999992370605,24.9300003051758,8.67000007629395,51.7000007629395,10.8500003814697,4.45337033416532,61.8475950263457,8.17110349118943,3.90970704635306,15.7073917388916,NA
1966,"Madrid (Comunidad De)",6.11046859449198,NA,NA,NA,NA,NA,NA,4.59904287720784,63.9538029299081,8.67836467570197,4.08416894584153,16.8277263641357,NA
1967,"Madrid (Comunidad De)",6.057340899252,1.46000003814697,1.87000000476837,24.2800006866455,8.56999969482422,51.8199996948242,12.0100002288818,4.74021297081244,66.3237213011064,9.26789643335619,4.2845422414394,16.7447471618652,NA
1968,"Madrid (Comunidad De)",6.2531419768738,NA,NA,NA,NA,NA,NA,4.87697306883704,68.1096775915693,10.7077279253088,4.46069703519575,15.9584579467773,NA
1969,"Madrid (Comunidad De)",6.43558976174218,1.32000005245209,1.77999997138977,23.6900005340576,8.17000007629395,51.939998626709,13.1099996566772,5.00941241864733,69.9209608949416,12.1890353936265,4.75916227077319,17.4400634765625,442.450012207031
1970,"Madrid (Comunidad De)",6.54334488067583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.7359714508057,NA
1971,"Madrid (Comunidad De)",6.67473565030527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.3634643554688,NA
1972,"Madrid (Comunidad De)",7.08690382895624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.7570724487305,NA
1973,"Madrid (Comunidad De)",7.47500748948961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.0428199768066,NA
1974,"Madrid (Comunidad De)",7.65566963428976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.3821659088135,NA
1975,"Madrid (Comunidad De)",7.81633801475248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.2960662841797,NA
1976,"Madrid (Comunidad De)",7.70708403904688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8248138427734,NA
1977,"Madrid (Comunidad De)",7.59997178540506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1333360671997,NA
1978,"Madrid (Comunidad De)",7.39003159393075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.932092666626,NA
1979,"Madrid (Comunidad De)",7.32147992593634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4670705795288,NA
1980,"Madrid (Comunidad De)",7.41716617517763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1411733627319,NA
1981,"Madrid (Comunidad De)",7.53213402476525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5835418701172,NA
1982,"Madrid (Comunidad De)",7.54284525012943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.082971572876,NA
1983,"Madrid (Comunidad De)",7.55855469865753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7892055511475,NA
1984,"Madrid (Comunidad De)",7.69922844310108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3316707611084,NA
1985,"Madrid (Comunidad De)",7.83918915187179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2985944747925,NA
1986,"Madrid (Comunidad De)",8.34761496715224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6767740249634,NA
1987,"Madrid (Comunidad De)",8.84961474455959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.7537307739258,NA
1988,"Madrid (Comunidad De)",9.25449871465296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.9098491668701,NA
1989,"Madrid (Comunidad De)",9.65795487003713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5876665115356,NA
1990,"Madrid (Comunidad De)",9.80648421042649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.4658737182617,NA
1991,"Madrid (Comunidad De)",9.96358218243448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.876277923584,NA
1992,"Madrid (Comunidad De)",9.84004570122822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.3416538238525,NA
1993,"Madrid (Comunidad De)",9.7186518137675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5834465026855,NA
1994,"Madrid (Comunidad De)",9.88217669533035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.076150894165,NA
1995,"Madrid (Comunidad De)",10.0985429246778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.1340103149414,NA
1996,"Madrid (Comunidad De)",10.322764749971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,"Madrid (Comunidad De)",10.73264781491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1955,"Murcia (Region de)",1.67952011531164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,"Murcia (Region de)",1.76428168611981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1957,"Murcia (Region de)",1.85032844271056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1958,"Murcia (Region de)",1.88738929990427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1959,"Murcia (Region de)",1.92409320342067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960,"Murcia (Region de)",2.11860898629967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961,"Murcia (Region de)",2.30548404278465,23.8500003814697,9.85999965667725,19.4699993133545,5.23999977111816,34.7099990844727,6.88000011444092,NA,NA,NA,NA,NA,NA
1962,"Murcia (Region de)",2.52142249431245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963,"Murcia (Region de)",2.73907445424354,22.3400001525879,9.40999984741211,19.8899993896484,5.73999977111816,35.8199996948242,6.78999996185303,NA,NA,NA,NA,NA,NA
1964,"Murcia (Region de)",2.85125684479379,NA,NA,NA,NA,NA,NA,15.8345023633966,61.769549079141,3.51387398055957,1.79377179165783,16.8633575439453,NA
1965,"Murcia (Region de)",2.96593834692599,18.5200004577637,11.1999998092651,19.8099994659424,6.51000022888184,36.2299995422363,7.73999977111816,15.5908574044403,61.817403851725,3.63130477669886,1.84429934508253,18.2309856414795,NA
1966,"Murcia (Region de)",3.09918601660686,NA,NA,NA,NA,NA,NA,15.3508643584247,61.9506822042244,3.76089361011839,1.90217903592514,24.4878005981445,NA
1967,"Murcia (Region de)",3.22729228939611,17.3700008392334,10.7700004577637,18.8600006103516,6.36999988555908,36.939998626709,9.69999980926514,15.1144694238666,62.301467876607,3.91366072652146,1.96984833216045,24.7873210906982,NA
1968,"Murcia (Region de)",3.46115404318074,NA,NA,NA,NA,NA,NA,14.8816187992823,62.4206963559882,4.40258225677038,2.02956475349505,19.002290725708,NA
1969,"Murcia (Region de)",3.70615545391049,14.6800003051758,9.89999961853027,20.1900005340576,7.59000015258789,37.189998626709,10.4499998092651,14.6522619771568,62.5509969610745,4.87558760631804,2.12706312936483,20.8658714294434,73.3600006103516
1970,"Murcia (Region de)",3.90638380314888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.7672672271729,NA
1971,"Murcia (Region de)",4.08647543224257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.0152168273926,NA
1972,"Murcia (Region de)",4.37946292340023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.2000560760498,NA
1973,"Murcia (Region de)",4.66695228190941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.0234603881836,NA
1974,"Murcia (Region de)",4.69780066325916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.4522171020508,NA
1975,"Murcia (Region de)",4.72272204453861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.6638603210449,NA
1976,"Murcia (Region de)",4.78434732933448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5997066497803,NA
1977,"Murcia (Region de)",4.84454436358027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.6332473754883,NA
1978,"Murcia (Region de)",4.8646100416622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.8282051086426,NA
1979,"Murcia (Region de)",4.83640372770168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.6917476654053,NA
1980,"Murcia (Region de)",4.76321035437978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.4614429473877,NA
1981,"Murcia (Region de)",4.70808345704241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5449638366699,NA
1982,"Murcia (Region de)",4.81112539274493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.812520980835,NA
