state,City,Store Name,store_id,Address,Phone,url
Colorado,Denver,Union Station,10626,1701 Wewatta St,(720) 572-8800,https://www.wholefoodsmarket.com/stores/unionstation
Texas,Irving,Las Colinas,10627,6741 N MacArthur Blvd,(469) 845-8001,https://www.wholefoodsmarket.com/stores/lascolinas
Minnesota,Woodbury,Woodbury,10628,305 Radio Dr,(651) 252-3060,https://www.wholefoodsmarket.com/stores/woodbury
Washington,Seattle,Madison Broadway,10630,1001 Broadway,(206) 802-3720,https://www.wholefoodsmarket.com/stores/madisonbroadway
Louisiana,Mandeville,Mandeville,10631,3450 Hwy 190,(985) 231-3328,https://www.wholefoodsmarket.com/stores/mandeville
California,Santa Clara,Santa Clara,10633,2732 Augustine Dr ,(408) 562-9162,https://www.wholefoodsmarket.com/stores/santaclara
Washington,Bellingham,Bellingham Lakeway,10637,1030 Lakeway Dr,(360) 714-6820,https://www.wholefoodsmarket.com/stores/bellinghamlakeway
Maryland,Baltimore,Harbor East,10638,711 S Central Ave,(410) 528-1640,https://www.wholefoodsmarket.com/stores/harboreast
New Jersey,Bound Brook,Bridgewater,10639,319 Chimney Rock Rd,(732) 584-1960,https://www.wholefoodsmarket.com/stores/bridgewater
Michigan,Birmingham,Birmingham,10641,2100 E Maple Rd,(248) 649-9600,https://www.wholefoodsmarket.com/stores/birmingham
Florida,Sarasota,University Station,10642,5298 University Pkwy,(941) 806-6130,https://www.wholefoodsmarket.com/stores/universitystation
Illinois,Chicago,Lakeview,10643,3201 N. Ashland Ave,(773) 244-4200,https://www.wholefoodsmarket.com/stores/lakeview
North Carolina,Charlotte,Uptown Charlotte,10644,400 East Brooklyn Village Ave,(704) 969-5950,https://www.wholefoodsmarket.com/stores/uptowncharlotte
Utah,Park City,Canyon Corners,10646,6598 N Landmark Dr,(435) 575-0200,https://www.wholefoodsmarket.com/stores/canyoncorners
Virginia,McLean,Tysons Corner,10647,1635 Boro Place,(571) 634-3610,https://www.wholefoodsmarket.com/stores/tysonscorner
Florida,Jacksonville Beach,Jacksonville Beach,10648,2050 3rd St S,(904) 685-7370,https://www.wholefoodsmarket.com/stores/jacksonvillebeach
Georgia,Atlanta,Chamblee,10649,5001 Peachtree Blvd,(470) 552-0750,https://www.wholefoodsmarket.com/stores/chamblee
Georgia,Atlanta,Midtown Atlanta,10650,22 14th St NW,(470) 552-4201,https://www.wholefoodsmarket.com/stores/midtownatlanta
District of Columbia,Washington,Florida Avenue,10651,967 Florida Avenue NW,(202) 519-3400,https://www.wholefoodsmarket.com/stores/floridaavenue
Texas,Houston,Independence Heights,10652,101 N Loop W,(713) 369-0800,https://www.wholefoodsmarket.com/stores/independenceheights
California,Santa Monica,Santa Monica Pico,10653,2121 Cloverfield Blvd,(310) 752-1155,https://www.wholefoodsmarket.com/stores/santamonicapico
Oregon,Lake Oswego,Lake Oswego,10654,11 S State St,(503) 782-4672,https://www.wholefoodsmarket.com/stores/lakeoswego
Washington,Kirkland,Kirkland,10655,12501 120th Ave NE,(425) 979-3301,https://www.wholefoodsmarket.com/stores/kirkland
California,Los Angeles,Silver Lake,10658,2520 Glendale Blvd,(323) 378-3891,https://www.wholefoodsmarket.com/stores/silverlake
Pennsylvania,Exton,Exton,10660,175 N Pottstown Pike,(610) 423-6360,https://www.wholefoodsmarket.com/stores/exton
Illinois,Wheaton,Wheaton,10661,89 Danada Square East,(630) 588-1500,https://www.wholefoodsmarket.com/stores/wheaton
New York,Rochester,Rochester,10662,2740 Monroe Ave,(585) 895-7750,https://www.wholefoodsmarket.com/stores/rochester
Ohio,Orange,Orange Village,10664,50 Wall St,(216) 464-9403,https://www.wholefoodsmarket.com/stores/orangevillage
Texas,Cedar Park,Cedar Park,10665,5001 183 Toll Rd,(512) 690-2605,https://www.wholefoodsmarket.com/stores/cedarpark
Ohio,Cincinnati,Kenwood,10666,5901 E Galbraith Rd,(513) 699-7710,https://www.wholefoodsmarket.com/stores/kenwood
Florida,Fort Myers,Fort Myers,10669,6891 Daniels Pkwy,(239) 935-6550,https://www.wholefoodsmarket.com/stores/fortmyers
California,Sherman Oaks,Sherman Oaks,10671,14311 Ventura Blvd,(818) 528-8030,https://www.wholefoodsmarket.com/stores/shermanoaks
Ohio,Akron,Akron,10673,1745 W Market St,(330) 615-2100,https://www.wholefoodsmarket.com/stores/akron
California,Upland,Upland,10676,2153 W Baseline Rd,(909) 579-2670,https://www.wholefoodsmarket.com/stores/upland
California,Concord,Concord,10677,2085 Diamond Blvd,(925) 695-3180,https://www.wholefoodsmarket.com/stores/concord
Illinois,Vernon Hills,Vernon Hills,10680,851 N Milwaukee Ave,(224) 504-3990,https://www.wholefoodsmarket.com/stores/vernonhills
Florida,Miami,Dadeland,10682,7930 SW 104th St,(305) 969-5800,https://www.wholefoodsmarket.com/stores/dadeland
New York,Commack,Commack,10683,120 Veterans Memorial Hwy #34,(631) 670-0580,https://www.wholefoodsmarket.com/stores/commack
Tennessee,Nashville,Nashville Downtown,10685,1202 Broadway,(615) 747-1650,https://www.wholefoodsmarket.com/stores/nashvilledowntown
Georgia,Decatur,Decatur,10687,1555 Church St,(470) 237-7340,https://www.wholefoodsmarket.com/stores/decatur
California,Long Beach,Long Beach Lakewood,10688,3881 Lakewood Blvd,(562) 548-1840,https://www.wholefoodsmarket.com/stores/longbeachlakewood
Massachusetts,Sudbury,Sudbury,10691,536 Boston Post Rd,(508) 358-7700,https://www.wholefoodsmarket.com/stores/sudbury
Pennsylvania,Pittsburgh,East Liberty,10694,5700 Penn Ave,(412) 441-7960,https://www.wholefoodsmarket.com/stores/eastliberty
California,Porter Ranch,Porter Ranch,10695,20209 W Rinaldi St,(818) 363-3933,https://www.wholefoodsmarket.com/stores/porterranch
New York,New York,One Wall Street,10696,66 Broadway,(646) 779-8229,https://www.wholefoodsmarket.com/stores/onewallstreet
Georgia,Atlanta,Northside Buckhead,10697,3535 Northside Pkwy,(470) 552-3040,https://www.wholefoodsmarket.com/stores/northsidebuckhead
South Carolina,Charleston,West Ashley,10698,1125 Savannah Hwy,(843) 329-6540,https://www.wholefoodsmarket.com/stores/westashley
California,Long Beach,Long Beach,10701,6400 E Pacific Coast Hwy,(562) 598-8687,https://www.wholefoodsmarket.com/stores/longbeach
California,South Lake Tahoe,South Lake Tahoe,10703,3600 Lake Tahoe Blvd.,(530) 578-4555,https://www.wholefoodsmarket.com/stores/southlaketahoe
Florida,Gainesville,Gainesville,10704,3490 SW Archer Rd,(352) 244-8302,https://www.wholefoodsmarket.com/stores/gainesville
New York,Garden City,Westbury,10706,867 East Gate Blvd,(516) 540-3040,https://www.wholefoodsmarket.com/stores/westbury
California,Sunnyvale,Sunnyvale,10707,150 E McKinley Ave,(408) 419-1290,https://www.wholefoodsmarket.com/stores/sunnyvale
California,Oakland,Temescal,10708,5110 Telegraph Ave,(510) 903-2222,https://www.wholefoodsmarket.com/stores/temescal
New York,Brooklyn,Fort Greene,10709,292 Ashland Pl,(718) 290-1010,https://www.wholefoodsmarket.com/stores/fortgreene
New Jersey,Weehawken,Weehawken,10711,1400 Waterfront Terrace,(551) 300-6080,https://www.wholefoodsmarket.com/stores/weehawken
New York,New York,Manhattan West,10713,450 W 33rd St,(646) 540-1104,https://www.wholefoodsmarket.com/stores/manhattanwest
Florida,Fort Lauderdale,17th Street,10715,501 SE 17th St,(954) 380-8440,https://www.wholefoodsmarket.com/stores/17thstreet
California,San Francisco,Stonestown,10717,3251 20th Ave,(415) 375-4242,https://www.wholefoodsmarket.com/stores/stonestown
Illinois,Evergreen Park,Evergreen Park,10720,9600 S Western Ave,(708) 931-3030,https://www.wholefoodsmarket.com/stores/evergreenpark
Texas,Austin,East Austin,10721,901 E 5th St,(512) 884-5910,https://www.wholefoodsmarket.com/stores/eastaustin
Florida,Tampa,Midtown Tampa,10723,3740 Midtown Dr,(813) 323-9466,https://www.wholefoodsmarket.com/stores/midtowntampa
New Jersey,Wayne,Wayne,10732,560 Valley Rd,(973) 587-1470,https://www.wholefoodsmarket.com/stores/wayne
Florida,Delray Beach,Delray Beach,10739,680 Linton Blvd,(561) 639-5701,https://www.wholefoodsmarket.com/stores/delraybeach
Illinois,Chicago,One Chicago,10740,3 West Chicago Ave,(312) 932-9600,https://www.wholefoodsmarket.com/stores/onechicago
Colorado,Denver,Capitol Hill,10746,900 E 11th Ave,(720) 643-1750,https://www.wholefoodsmarket.com/stores/capitolhill
New York,Massapequa Park,Massapequa,10749,5214 Sunrise Hwy,(516) 366-3616,https://www.wholefoodsmarket.com/stores/massapequa
California,Los Angeles,Culver City,10764,3377 S. La Cienega Blvd,(424) 434-7960,https://www.wholefoodsmarket.com/stores/culvercity
California,Huntington Beach,Brookhurst,10768,10081 Adams Ave,(714) 594-6850,https://www.wholefoodsmarket.com/stores/brookhurst
Maryland,Towson,Towson,10769,300 Towson Row,(443) 652-6566,https://www.wholefoodsmarket.com/stores/towson
Connecticut,Avon,Avon Village,10770,50 Climax Rd,(860) 777-2070,https://www.wholefoodsmarket.com/stores/avonvillage
New Jersey,Jersey City,Jersey City,10772,135 Greene St.,(201) 885-5388,https://www.wholefoodsmarket.com/stores/jerseycity
New York,New York,NoMad,10773,63 Madison Ave,(646) 779-2848,https://www.wholefoodsmarket.com/stores/nomad
New Jersey,Woodcliff Lake,Woodcliff Lake,10774,500 Chestnut Ridge Road,(551) 249-2595,https://www.wholefoodsmarket.com/stores/woodclifflake
Virginia,Falls Church,Falls Church,10775,103 E Broad St,(703) 448-1600,https://www.wholefoodsmarket.com/stores/fallschurch
Wisconsin,Madison,Madison,10776,4710 Madison Yards Way,(608) 233-9566,https://www.wholefoodsmarket.com/stores/madison
District of Columbia,Washington,Historic Walter Reed,10777,7130 12th Street NW,(202) 846-6680,https://www.wholefoodsmarket.com/stores/historicwalterreed
New Hampshire,Portsmouth,Portsmouth,10778,1600 Woodbury Ave,(603) 294-1115,https://www.wholefoodsmarket.com/stores/portsmouth
New York,Brooklyn,Industry City,10779,167 41st St,,https://www.wholefoodsmarket.com/stores/industrycity
District of Columbia,Washington,Glover Park,10780,"2323 Wisconsin Ave, NW",(202) 747-5570,https://www.wholefoodsmarket.com/stores/gloverpark
Tennessee,Chattanooga,Chattanooga East,10782,1814 Gunbarrel Rd,(423) 425-9133,https://www.wholefoodsmarket.com/stores/chattanoogaeast
North Carolina,Asheville,South Asheville,10783,1856 Hendersonville Rd,(828) 378-0477,https://www.wholefoodsmarket.com/stores/southasheville
California,Sherman Oaks,Sherman Oaks East,10784,12905 Riverside Dr,(818) 853-8600,https://www.wholefoodsmarket.com/stores/shermanoakseast
Colorado,Boulder,Boulder Table Mesa,10785,695 S Broadway,(303) 376-6980,https://www.wholefoodsmarket.com/stores/bouldertablemesa
Montana,Bozeman,Bozeman,10786,2905 West Main Street,(406) 602-8249,https://www.wholefoodsmarket.com/stores/bozeman
New York,Huntington Station,Huntington Station,10787,350 Walt Whitman Road,(516) 587-5321,https://www.wholefoodsmarket.com/stores/huntingtonstation
Arizona,Phoenix,Paradise Valley Mall,10788,12500 N Tatum Blvd,(602) 569-7600,https://www.wholefoodsmarket.com/stores/paradisevalleymall
Michigan,Kentwood,Grand Rapids,10790,2897 Radcliff Ave SE,(616) 226-8880,https://www.wholefoodsmarket.com/stores/grandrapids
New Mexico,Albuquerque,Albuquerque,10791,2100 Carlisle Blvd NE,(505) 260-1366,https://www.wholefoodsmarket.com/stores/albuquerque
Wyoming,Jackson,Jackson Wyoming,10792,1155 S Highway 89,(307) 733-0450,https://www.wholefoodsmarket.com/stores/jacksonwyoming
Florida,St. Petersburg,St. Petersburg,10793,201 38th Ave N,(727) 342-1055,https://www.wholefoodsmarket.com/stores/st.petersburg
Connecticut,South Windsor,South Windsor,10794,800 Evergreen Way,(860) 474-4100,https://www.wholefoodsmarket.com/stores/southwindsor
Virginia,Springfield,Springfield Plaza,10795,6426 Springfield Plaza,(703) 644-2500,https://www.wholefoodsmarket.com/stores/springfieldplaza
Kansas,Overland Park,Overland Park,10800,11900 Metcalf Ave,(913) 663-2951,https://www.wholefoodsmarket.com/stores/overlandpark
Massachusetts,Hyannis,Hyannis,10801,790 Iyannough Road,(508) 418-5900,https://www.wholefoodsmarket.com/stores/hyannis
Florida,Boynton Beach,Boynton Beach,10805,7395 Boynton Beach Blvd,(561) 327-6270,https://www.wholefoodsmarket.com/stores/boyntonbeach
Pennsylvania,Doylestown,Doylestown,10809,1745 South Easton Road,(267) 915-6880,https://www.wholefoodsmarket.com/stores/doylestown
Connecticut,Stamford,Stamford,10818,110 High Ridge Road,(203) 539-6535,https://www.wholefoodsmarket.com/stores/stamford
New York,New York,Lenox Hill,10838,1175 3rd Ave,(646) 690-6880,https://www.wholefoodsmarket.com/stores/lenoxhill
Florida,Boca Raton,West Boca Raton,10839,9560 Glades Road,(561) 922-5977,https://www.wholefoodsmarket.com/stores/westbocaraton
New Hampshire,Nashua,Nashua South,10843,272 Daniel Webster Hwy,(603) 318-3000,https://www.wholefoodsmarket.com/stores/nashuasouth
